title,region,number_of_rooms,quadrat,date,price
Shtepi me qera afer gjimnazit Sami Frasheri.,Prishtine,3,150m 2,27/12/2022,180 €
Banesa me qera ne rrugen C.,Prishtine,2,56m 2,27/12/2022,250 €
Banes me Qira Arberi-Dragodan,Prishtine,3,113m 2,27/12/2022,450 €
Banesa me qira në Dardani,Prishtine,2,60m 2,27/12/2022,400 €
"Banesë me qera në lagjen Bregu i Diellit, prapa Ish kolegjit ILIRIA #3108",Prishtine,3,90m 2,27/12/2022,310 €
"Banesë me qira në Qendër, afër Grandit📍",Prishtine,1,70m 2,26/12/2022,400 €
Banesë me qira te Qafa📍,Prishtine,1,70m 2,26/12/2022,300 €
Banesë me qira në Lagjen e Spitalit,Prishtine,4,100m 2,26/12/2022,490 €
Banesë me qira te Muhaxherët📍,Prishtine,2,97m 2,26/12/2022,430 €
Banesë me qira në Fushë Kosovë📍,Prishtine,1,55m 2,26/12/2022,200 €
Ofrohet me Qira Banesa Moderne 80m² ne Ulpiane ! DREAM HOME,Prishtine,3,80m 2,26/12/2022,350 €
Banes me qira Rruga B,Prishtine,2,72m 2,26/12/2022,320 €
Banes me qira ne Emshir,Prishtine,2,80m 2,26/12/2022,500 €
Banesë Zyre me qira në Bregun e Diellit📍,Prishtine,2,45m 2,26/12/2022,250 €
"💢Ofrohet PËR QERA, Banesa në Prishtinë.💢",Prishtine,2,83m 2,26/12/2022,360 €
Banesa - Zyre 77m2 me qira te Rruga C ROZI,Prishtine,2,77m 2,26/12/2022,310 €
Banes 3 Dhomshe me Qira ne Rrugen C pa Mobile,Prishtine,3,110m 2,25/12/2022,400 €
Banesa 60m2 me qira te Mati 1 ROZI,Prishtine,1,60m 2,25/12/2022,350 €
Banesa 90m2 me qira te Mati 1 ROZI,Prishtine,2,90m 2,25/12/2022,450 €
Banesë me qira te Muhaxherët📍,Prishtine,3,97m 2,24/12/2022,430 €
Ofrohet me Qira Banesa 110m² ne Dragodan ! DREAM HOME,Prishtine,4,110m 2,24/12/2022,450 €
Ofrohet me Qira Banesa Moderne 75m² ne Lakrishte ! DREAM HOME,Prishtine,3,75m 2,24/12/2022,490 €
Ofrohet me Qira Banesa 65m² ne Rrugen Muharrem Fejza ! DREAM HOME,Prishtine,2,65m 2,24/12/2022,320 €
Banesa me qera ne Dragodan .,Prishtine,3,85m 2,24/12/2022,300 €
Banesa me qera ne Fushkosove.,Prishtine,3,90m 2,24/12/2022,300 €
Banesa 65m2 me qira ne Arberi - Dragodan ROZI,Prishtine,1,65m 2,24/12/2022,250 €
Banesë me qira në Qendër📍,Prishtine,2,63m 2,23/12/2022,300 €
Banesë me qira në Fushë Kosovë📍,Prishtine,1,55m 2,23/12/2022,200 €
Banesa me qera ne rrugen B.,Prishtine,2,70m 2,23/12/2022,300 €
Banesë me qira në Lakrishte📍,Prishtine,2,95m 2,23/12/2022,300 €
Banesë me qira në Lakrishte📍,Prishtine,2,75m 2,23/12/2022,350 €
Banesë me qira te Qafa📍,Prishtine,1,70m 2,23/12/2022,300 €
"💢Ofrohet PËR QERA, Banesa në Prishtinë.💢",Prishtine,1,60m 2,23/12/2022,300 €
Banesa 40m2 me qira ne Dardani ROZI,Prishtine,1,40m 2,23/12/2022,270 €
Banesë me qira në Lagjen e Spitalit📍,Prishtine,3,120m 2,22/12/2022,400 €
Banesa me qera ne Lakrishte.,Prishtine,3,75m 2,22/12/2022,450 €
Pent house super luksoz me qera ne Emshir,Prishtine,2,81m 2,22/12/2022,350 €
Banesa me qera rruges per Germi.,Prishtine,2,90m 2,22/12/2022,250 €
Shtepi me qera ne lagjen Emshir.,Prishtine,3,110m 2,22/12/2022,270 €
Banesa me qera ne lagjen Emshir.,Prishtine,3,80m 2,22/12/2022,220 €
Banesa me qera ne Fushkosove.,Prishtine,3,82m 2,22/12/2022,260 €
Banes me qera ne Lakrishte,Prishtine,2,68m 2,22/12/2022,600 €
Banesa me qera ne Mati 1,Prishtine,3,100m 2,22/12/2022,520 €
Banese me qera ne lagjen Mati 1.,Prishtine,3,83m 2,22/12/2022,290 €
Banesa me qera ne lagjen Bregu i Diellit.,Prishtine,2,64m 2,22/12/2022,350 €
"💢Ofrohet PËR QERA, Banesa në Prishtinë.💢",Prishtine,1,55m 2,22/12/2022,250 €
Pent house super luksoz me qera ne Emshir,Prishtine,2,81m 2,22/12/2022,350 €
Banesa 82m2 me qira te Rruga C ROZI,Prishtine,2,82m 2,22/12/2022,450 €
Banesa 68m2 me qira ne Lakrishte ROZI,Prishtine,1,68m 2,22/12/2022,600 €
Banes me qira ne prishtin tophane te bahollt,Prishtine,90,0m 2,22/12/2022,450 €
Banesë me qira në Qender📍,Prishtine,3,90m 2,21/12/2022,300 €
Banesë me qira në Rrugën C📍,Prishtine,1,65m 2,21/12/2022,370 €
Banese me qira Rruga B 400 €,Prishtine,3,0m 2,21/12/2022,400 €
Pent house super luksoze me qera ne Emshir,Prishtine,2,81m 2,21/12/2022,350 €
Banesë me qira në Fushë Kosovë📍,Prishtine,1,55m 2,21/12/2022,200 €
Lëshohet banesa me qera në lagjën Qender,Prishtine,2,0m 2,21/12/2022,400 €
Banesë Zyre me qira në Lagjen e Muhaxherëve📍,Prishtine,3,94m 2,21/12/2022,650 €
"Banesë me qira në Qendër, afër Grandit📍",Prishtine,1,60m 2,21/12/2022,400 €
Banesë me qira në Bregun e Diellit📍,Prishtine,1,66m 2,21/12/2022,300 €
"⭕️BANESA ME QERA NE FUSHE KOSOVE , 60m2 Kati i 5",Fushe Kosove,2,60m 2,21/12/2022,200 €
Banese me qira ne Ulpiane,Prishtine,1,56m 2,21/12/2022,250 €
Banese me qira ne Dardani,Prishtine,1,36m 2,21/12/2022,200 €
Banese me qira ne Dardani,Prishtine,1,57m 2,21/12/2022,250 €
Banese me qira te Sllovenia Sporti,Prishtine,1,65m 2,21/12/2022,320 €
Banese me qira ne lagjen e Spitalit,Prishtine,2,84m 2,21/12/2022,300 €
Banese me qira ne Dardani,Prishtine,1,65m 2,21/12/2022,300 €
Banese me qira ne Emshir,Prishtine,2,80m 2,21/12/2022,250 €
Zyre Me Qira ne Dardani,Prishtine,2,58m 2,21/12/2022,300 €
Banese me qira ne lagjen Mati 1,Prishtine,1,60m 2,21/12/2022,250 €
Banese me qira ne Dardani,Prishtine,2,80m 2,21/12/2022,300 €
Banese me Qira Ne Qender,Prishtine,1,65m 2,21/12/2022,300 €
Banese me qira ne lagjen Ulpiana,Prishtine,1,38m 2,21/12/2022,230 €
Banese me Qira Ne Qender,Prishtine,1,40m 2,21/12/2022,200 €
Banese me qira Te Qafa,Prishtine,2,95m 2,21/12/2022,250 €
Banese me Qira Ne Qender,Prishtine,3,130m 2,21/12/2022,450 €
Banese me qira te Sllovenia Sporti,Prishtine,1,55m 2,21/12/2022,260 €
Banese me qira ne Tophane,Prishtine,1,60m 2,21/12/2022,300 €
Banese me qira ne Dardani,Prishtine,1,60m 2,21/12/2022,250 €
Banese me qira ne Rrugen B,Prishtine,1,60m 2,21/12/2022,200 €
Banese me qira ne lagjen Bregu i Diellit,Prishtine,2,66m 2,21/12/2022,300 €
Banese me qira ne Emshir,Prishtine,1,58m 2,21/12/2022,250 €
Banese me qira ne lagjen Ulpiana,Prishtine,2,53m 2,21/12/2022,200 €
Banese me qira ne lagjen Mati 1,Prishtine,2,110m 2,21/12/2022,300 €
Banese me qira te Sllovenia Sporti,Prishtine,1,63m 2,21/12/2022,300 €
Banese me qira Te Parku i Qytetit,Prishtine,1,68m 2,21/12/2022,250 €
Banese me qira te Sllovenia Sporti,Prishtine,1,60m 2,21/12/2022,200 €
Banese me qira Te Parku i Qytetit,Prishtine,1,60m 2,21/12/2022,250 €
Banese me qira ne Ulpiane,Prishtine,2,86m 2,21/12/2022,500 €
Banese me qira ne lagjen Bregu i Diellit,Prishtine,2,80m 2,21/12/2022,220 €
Banese me qira ne lagjen Ulpiana,Prishtine,2,84m 2,21/12/2022,300 €
Banese me qira ne lagjen Bregu i Diellit,Prishtine,1,57m 2,21/12/2022,270 €
Banese me qira ne Mati 1,Prishtine,3,85m 2,21/12/2022,300 €
Banese me qira ne lagjen e Muhaxhereve,Prishtine,1,62m 2,21/12/2022,230 €
Banese me Qira Ne Qender,Prishtine,1,40m 2,21/12/2022,200 €
Banese me qira ne Aktash,Prishtine,3,120m 2,21/12/2022,350 €
Banese me qira ne Arberi,Prishtine,2,80m 2,21/12/2022,300 €
Banese me qira ne Tophane,Prishtine,2,80m 2,21/12/2022,200 €
Banese me qira ne lagjen Bregu i Diellit,Prishtine,1,67m 2,21/12/2022,200 €
Banese me Qira ne Pejton,Prishtine,2,80m 2,21/12/2022,250 €
Banese me qira ne lagjen e Spitalit,Prishtine,2,85m 2,21/12/2022,350 €
Banese me Qira Ne Qender,Prishtine,1,40m 2,21/12/2022,200 €
Banese me qira ne lagjen Bregu i Diellit,Prishtine,3,100m 2,21/12/2022,260 €
Banese me qira ne lagjen e Spitalit,Prishtine,1,45m 2,21/12/2022,200 €
Banese me qira ne Dardani,Prishtine,1,67m 2,21/12/2022,280 €
Banese/zyre me Qira Ne Qender/zyre,Prishtine,2,82m 2,21/12/2022,250 €
Banese me qira ne lagjen Mati 1,Prishtine,2,80m 2,21/12/2022,250 €
Banese me qira ne Mati 1,Prishtine,3,80m 2,21/12/2022,200 €
Banese me qira ne Aktash,Prishtine,2,84m 2,21/12/2022,290 €
Banese me qira te Sllovenia Sporti,Prishtine,1,65m 2,21/12/2022,250 €
Leshohet Banese me qera ne Aktash,Prishtine,2,100m 2,21/12/2022,"2,000 €"
Banese me qira ne lagjen Bregu i Diellit,Prishtine,2,65m 2,21/12/2022,250 €
Banese me qira ne lagjen Ulpiana,Prishtine,2,60m 2,21/12/2022,350 €
Banese me qira ne lagjen e Muhaxhereve,Prishtine,1,48m 2,21/12/2022,220 €
Banese me qira ne lagjen Bregu i Diellit,Prishtine,1,65m 2,21/12/2022,300 €
Banese me qira ne Emshir,Prishtine,1,65m 2,21/12/2022,250 €
Banese me qira Te 4 Llullat,Prishtine,2,80m 2,21/12/2022,270 €
Banese me qira ne lagjen e Spitalit,Prishtine,2,75m 2,21/12/2022,300 €
Banese me qira ne Emshir,Prishtine,1,51m 2,21/12/2022,350 €
Banese me qira ne Emshir,Prishtine,1,65m 2,21/12/2022,270 €
Banese me Qira ne Pejton,Prishtine,1,60m 2,21/12/2022,200 €
Banese me qira ne lagjen e Muhaxhereve,Prishtine,2,70m 2,21/12/2022,230 €
Banese me qira ne Dardani,Prishtine,1,60m 2,21/12/2022,220 €
Banese me qira ne lagjen e Muhaxhereve,Prishtine,1,55m 2,21/12/2022,220 €
Banese me qira ne Dardani,Prishtine,2,90m 2,21/12/2022,300 €
Banese me qira ne lagjen Bregu i Diellit,Prishtine,1,60m 2,21/12/2022,220 €
Banese me qira ne Emshir,Prishtine,1,60m 2,21/12/2022,220 €
Banese me qira ne Emshir,Prishtine,2,70m 2,21/12/2022,250 €
Banese me Qira ne Pejton,Prishtine,2,80m 2,21/12/2022,450 €
Banese me qira te Sllovenia Sporti,Prishtine,2,80m 2,21/12/2022,230 €
Banese me qira ne lagjen e Spitalit,Prishtine,1,65m 2,21/12/2022,210 €
Banese me qira ne lagjen Bregu i Diellit,Prishtine,2,80m 2,21/12/2022,300 €
Banese me qira ne lagjen Ulpiana,Prishtine,1,40m 2,21/12/2022,17 €
Banese me qira ne lagjen e Muhaxhereve,Prishtine,1,70m 2,21/12/2022,260 €
Banese me qira ne lagjen Bregu i Diellit,Prishtine,1,30m 2,21/12/2022,150 €
Banese me qira ne lagjen e Spitalit,Prishtine,2,90m 2,21/12/2022,250 €
Banese me qira ne Tophane,Prishtine,1,60m 2,21/12/2022,170 €
Banese me qira ne lagjen Ulpiana,Prishtine,2,70m 2,21/12/2022,280 €
Banese me qira ne lagjen e Muhaxhereve,Prishtine,1,73m 2,21/12/2022,235 €
Banese me qira ne lagjen Bregu i Diellit,Prishtine,1,60m 2,21/12/2022,200 €
Banese me qira te Sllovenia Sporti,Prishtine,1,60m 2,21/12/2022,250 €
SHITET Banesa në Fushë Kosovë📍,Prishtine,2,57m 2,21/12/2022,"36,000 €"
Banesa me qera afer shkolles Sami Frasheri .,Prishtine,2,60m 2,20/12/2022,60 €
Banesë me qira në Bregun e Diellit📍,Prishtine,3,100m 2,20/12/2022,350 €
Pent house super luksoz me qera ne Emshir,Prishtine,2,81m 2,20/12/2022,40 €
Banesë me qira te Qafa📍,Prishtine,1,70m 2,20/12/2022,350 €
Banesë me qira në Bregun e Diellit,Prishtine,2,60m 2,20/12/2022,310 €
"💢Ofrohet PËR QERA, Banesa në Prishtinë.💢",Prishtine,1,50m 2,20/12/2022,200 €
"💢Ofrohet PËR QERA, Banesa në Prishtinë.💢",Prishtine,3,113m 2,20/12/2022,450 €
Banesa 60m2 me qira te Qafa ROZI,Prishtine,1,60m 2,20/12/2022,350 €
(QIRA) URGJENT Banese per Lokal-Kati i Pare,Prishtine,3,110m 2,19/12/2022,350 €
Ofrohet me Qira Banesa Moderne 70m² ne Dardani ! DREAM HOME,Prishtine,2,70m 2,19/12/2022,450 €
Pent house super luksoz me qera ne Emshir,Prishtine,2,81m 2,19/12/2022,350 €
Banesë me qira tek Parku Qytetit,Prishtine,3,90m 2,19/12/2022,320 €
Banesa me qera ne Bregun e Diellit .,Prishtine,2,65m 2,19/12/2022,350 €
Banesa me qera në Fushë Kosovë,Fushe Kosove,4,130m 2,19/12/2022,250 €
Banesë Zyre me qira në Lagjen e Spitalit📍,Prishtine,3,110m 2,19/12/2022,400 €
Banesë Zyre me qira në Dardani📍,Prishtine,3,85m 2,19/12/2022,480 €
"Banesë/Zyre me qera në lagjen Bregu i Diellit, pranë Postës së vogel #3176",Prishtine,2,60m 2,19/12/2022,230 €
Banesë me qira në Bregun e Diellit📍,Prishtine,3,70m 2,19/12/2022,280 €
LESHOHET BANESA ME QERA NE KUSHTE TE MIRA,Fushe Kosove,3,90m 2,19/12/2022,350 €
leshohet super banesa me qira ne fushkosov tek bau marketi,Fushe Kosove,2,80m 2,19/12/2022,270 €
Banesë Zyre me qira në Lagjen e Spitalit📍,Prishtine,2,85m 2,19/12/2022,300 €
Banesa 64m2 me qira te Muharrem Fejza ROZI,Prishtine,1,64m 2,19/12/2022,300 €
leshohet shtepia me qira ne emshir afer ubt,Prishtine,2,110m 2,18/12/2022,270 €
leshohet banesa me qira tek rrethi i fushkosoves 170 euro,Fushe Kosove,1,65m 2,18/12/2022,170 €
Banesa 95m2 me qira te Muharrem Fejza ROZI,Prishtine,2,95m 2,18/12/2022,500 €
Banesa 85m2 me qira te Muhaxheret ROZI,Prishtine,2,85m 2,18/12/2022,500 €
Banesa 100m2 me qira te Muharrem Fejza ROZI,Prishtine,3,100m 2,18/12/2022,520 €
PentHous me Qira te Parku i Qytetit,Prishtine,2,180m 2,17/12/2022,600 €
Banes 3 Dhomshe me Qira ne Mat te Super Viva 2,Prishtine,3,100m 2,17/12/2022,485 €
PentHous me Qira ne Lagje Spitalit te Spitali Amerikan,Prishtine,3,170m 2,17/12/2022,550 €
2 Bnaesa me Qira pa Mobile Afer Rruges B te Blini 5,Prishtine,2,77m 2,17/12/2022,350 €
Banes me Qira pa Mobile ne Lagjen e Spitalit me Termokos,Prishtine,2,80m 2,17/12/2022,300 €
Banesë me qira në Tophane📍,Prishtine,2,65m 2,17/12/2022,250 €
Banese me qera 65m2 me DITE ose JAVE ne Mati 1,Prishtine,2,65m 2,17/12/2022,20 €
Super Banes me Qira ne Aktash te Pika,Prishtine,2,98m 2,16/12/2022,650 €
Super Banes me Qira te Qafa,Prishtine,2,63m 2,16/12/2022,550 €
Banes me Qira ne Mat ne Rr. Ndue Perdheshi,Prishtine,2,75m 2,16/12/2022,500 €
Banes Luksoze me Qira ne Qender te Qafa - Minimax,Prishtine,3,140m 2,16/12/2022,"1,200 €"
Banes Moderne me Qira ne Pejton te Prime Group,Prishtine,2,92m 2,16/12/2022,"1,100 €"
Banes Moderne me Qira ne Ulpian,Prishtine,2,70m 2,16/12/2022,550 €
Banes 2 Dhomshe me Qira ne Kalabri te Kulla 1 - Termokos,Prishtine,2,85m 2,16/12/2022,500 €
Banes me Qira pa Mobile Afer Qendres - 120 M2,Prishtine,4,120m 2,16/12/2022,400 €
Banesë me qira në Lagjen e Spitalit,Prishtine,3,80m 2,16/12/2022,350 €
Banesë me qira në Bregun e Diellit,Prishtine,3,90m 2,16/12/2022,300 €
Banesë me qira në Tokbashqe,Prishtine,3,80m 2,16/12/2022,310 €
Banesë me qira në Bregun e Diellit📍,Prishtine,3,110m 2,16/12/2022,300 €
jep baensen me qira ne fushksov tek viva fresh afer greenfruits,Fushe Kosove,1,65m 2,15/12/2022,200 €
Banes me Qira ne Muharrem Fejza,Prishtine,3,100m 2,15/12/2022,520 €
Banesa me qera per zyre ne rrugen C.,Prishtine,3,78m 2,15/12/2022,310 €
"💢Ofrohet PËR QERA, Banesa në Prishtinë.💢",Prishtine,3,151m 2,15/12/2022,"1,200 €"
(QIRA) BANESE IDEALE PER QIFT-MAT 1-LIN PROJECT,Prishtine,2,60m 2,15/12/2022,250 €
Banese me qira Rruga C,Prishtine,3,110m 2,14/12/2022,400 €
banes me qera ne Dardani per Zyre,Prishtine,2,98m 2,14/12/2022,480 €
Penthouse me qera per zyre ne rrugen C.,Prishtine,4,175m 2,14/12/2022,"1,000 €"
Banesë me qira në Ulpianë📍,Prishtine,2,60m 2,14/12/2022,300 €
Banesë me qira në Aktash📍,Prishtine,2,90m 2,14/12/2022,400 €
Banesë me qira në Lagjen e Spitalit📍,Prishtine,1,60m 2,14/12/2022,330 €
Banese me qera afer Teatrit Dodona .,Prishtine,3,70m 2,14/12/2022,250 €
Banesë me qira në Arbëri - Dragodan 📍,Prishtine,2,90m 2,14/12/2022,450 €
BANESË 2+1 NË KALABRI(EMSHIR),Prishtine,2,96m 2,14/12/2022,330 €
BANESE 1+1 TE QAFA,Prishtine,1,0m 2,14/12/2022,250 €
BANESE 3+1 NE LAGJEN MATI 1,Prishtine,3,0m 2,14/12/2022,300 €
BANESE 3+1 NE LAGJEN MATI 1,Prishtine,3,0m 2,14/12/2022,300 €
BANESE 1+1 TE QAFA,Prishtine,1,0m 2,14/12/2022,250 €
"💢Ofrohet PËR QERA, Banesa në Prishtinë.💢",Prishtine,1,68m 2,14/12/2022,400 €
Banesë me qira në Dardani📍,Prishtine,2,80m 2,13/12/2022,400 €
Banes me Qira ne Dardani,Prishtine,1,65m 2,13/12/2022,250 €
Banes me qira ne Arberi,Prishtine,3,151m 2,13/12/2022,"1,200 €"
Banes me qira ne Bregun Diellit,Prishtine,2,90m 2,13/12/2022,400 €
Banes me qira Muharrem Fejza,Prishtine,1,65m 2,13/12/2022,250 €
Banesa me qera per zyre ne lagjen Arberia.,Prishtine,3,93m 2,13/12/2022,300 €
leshohet banesa me qira ne fushkosov,Fushe Kosove,1,65m 2,13/12/2022,200 €
jep banesen me qira ne fushkosov,Fushe Kosove,1,65m 2,13/12/2022,220 €
leshohet banesa me qira ne fushkosov,Prishtine,1,55m 2,13/12/2022,170 €
leshohet banesa me qira ne fushkosov,Fushe Kosove,1,67m 2,13/12/2022,230 €
leshohet banesa me qira ne fushkosov,Fushe Kosove,1,70m 2,13/12/2022,250 €
leshohet banesa me qira tek shkolla mihal grameno,Fushe Kosove,1,67m 2,13/12/2022,230 €
BANESE 1+1 NE LAKRISHTE,Prishtine,1,0m 2,13/12/2022,230 €
Banesa me qera ne rrugen Muharrem Fejza.,Prishtine,3,89m 2,13/12/2022,350 €
BANESE 1+1 NE DARDANI,Prishtine,1,0m 2,13/12/2022,260 €
Banesa me qera ne Fushkosove.,Fushe Kosove,2,60m 2,13/12/2022,220 €
Banese me qira ne Qender,Prishtine,1,55m 2,13/12/2022,250 €
banese me qira ne Matiqan,Prishtine,2,80m 2,13/12/2022,250 €
banese me qira ne Mati 1,Prishtine,2,75m 2,13/12/2022,350 €
"💢Ofrohet PËR QERA, Banesa në Prishtinë.💢",Prishtine,2,93m 2,13/12/2022,550 €
Banesë me qera në Arbëri - Dragodan📍,Prishtine,1,63m 2,13/12/2022,300 €
Banesa me qera ne Fushkosove.,Prishtine,2,60m 2,12/12/2022,200 €
Banesë me qira në Qendër📍,Prishtine,2,100m 2,12/12/2022,450 €
Banesë me qira tek Parku i Qytetit📍,Prishtine,2,80m 2,12/12/2022,300 €
Penthouse me qira në Qendër📍,Prishtine,2,90m 2,12/12/2022,300 €
Banesë me qira në Rrugen B📍,Prishtine,2,80m 2,12/12/2022,400 €
Banesë Zyre me qira në Arbëri - Dragodan📍,Prishtine,3,124m 2,12/12/2022,500 €
Banesë me qera në Lakrishte📍,Prishtine,1,68m 2,12/12/2022,600 €
LESHOHET LOKALI ME QIRA NE ULPIANA,Prishtine,2,72m 2,12/12/2022,450 €
LESHOHET BANESA ME QIRA TE KATEDRALJA,Prishtine,3,75m 2,12/12/2022,370 €
Banesa me qera ne lagjen Tophane.,Prishtine,3,100m 2,12/12/2022,300 €
Shtepi me qera ne lagjen Mati 1 .,Prishtine,5,310m 2,12/12/2022,"1,800 €"
Banesë me qera në Fushë kosovë📍,Prishtine,2,80m 2,12/12/2022,270 €
BANESE 2+1 NE LAGJEN E SPITALIT,Prishtine,2,82m 2,12/12/2022,300 €
BANESE 1+1 NE LAGJEN ARBERIA ( DRAGODAN ),Prishtine,1,63m 2,12/12/2022,330 €
BANESE 3+1 NE VELANI,Prishtine,3,110m 2,12/12/2022,450 €
Banesa me qera per zyre ne Qender.,Prishtine,3,88m 2,12/12/2022,400 €
Banesa me qera ne lagjen e Muhagjereve .,Prishtine,3,85m 2,12/12/2022,500 €
Banesa me qera ne rrugen C.,Prishtine,3,83m 2,12/12/2022,400 €
Banesa me qera ne Bregun e Diellit.,Prishtine,4,108m 2,12/12/2022,450 €
BANESE 3+1 NE LAGJEN MATI 1,Prishtine,3,0m 2,12/12/2022,300 €
BANESE 3+1 NE LAGJEN MATI 1,Prishtine,3,0m 2,12/12/2022,300 €
BANESE 3+1 NE LAGJEN MATI 1,Prishtine,3,0m 2,12/12/2022,300 €
BANESE 3+1 NE LAGJEN MATI 1,Prishtine,3,0m 2,12/12/2022,300 €
BANESE 3+1 NE LAGJEN MATI 1,Prishtine,3,0m 2,12/12/2022,300 €
BANESE 3+1 NE LAGJEN MATI 1,Prishtine,3,0m 2,12/12/2022,300 €
BANESE 1+1 NE LAKRISHTE,Prishtine,1,0m 2,12/12/2022,230 €
Banese me qira ne Bregun e DIELLIT,Prishtine,1,65m 2,12/12/2022,200 €
Banesa me qera ne Fushkosove.,Prishtine,2,60m 2,12/12/2022,200 €
Banesa 92m2 me qira ne Arberi - Dragodan ROZI,Prishtine,2,92m 2,12/12/2022,400 €
Banesë me qera në Rrugën B📍,Prishtine,2,80m 2,12/12/2022,450 €
Banesë me qira në Kalabri - Emshir📍,Prishtine,2,63m 2,12/12/2022,320 €
"💢Lëshohet PËR QERA, Banesa në Prishtinë.💢",Prishtine,2,88m 2,12/12/2022,500 €
"Banesë me qera në lagjen Bregu i Diellit, tek banesat e Standardit #3171",Prishtine,3,98m 2,12/12/2022,300 €
"Banesë me qera në lagjen e Spitalit, pranë shkollës Pavarësia #3189",Prishtine,2,64m 2,12/12/2022,300 €
Banesë me qira në Lagjen e Spitalit📍,Prishtine,2,70m 2,12/12/2022,350 €
Banesa 105m2 me qira te 4 Llullat ROZI,Prishtine,2,105m 2,12/12/2022,450 €
Banesa 72m2 me qira te Rruga C ROZI,Prishtine,1,72m 2,12/12/2022,320 €
Banesa 88m2 me qira ne Arberi - Dragodan ROZI,Prishtine,2,88m 2,12/12/2022,450 €
Banesa - Zyre 90m2 me qira ne Kalabri - Emshir ROZI,Prishtine,2,90m 2,12/12/2022,300 €
Banesë me qira në Rrugen B📍,Prishtine,3,90m 2,11/12/2022,400 €
jep me qira banesen,Prishtine,1,65m 2,11/12/2022,200 €
Banesa me qera ne lagjen Mati 1.,Prishtine,3,89m 2,10/12/2022,250 €
Banesa 60m2 me qira te Muharrem Fejza ROZI,Prishtine,1,60m 2,10/12/2022,300 €
Banesa me qira ne Qendër,Prishtine,1,60m 2,10/12/2022,300 €
Banesa me qira ne Dardani,Prishtine,1,35m 2,10/12/2022,270 €
Banesë me qira në Rrugën C📍,Prishtine,2,83m 2,09/12/2022,400 €
"Banesë me qera në lagjen Dardania, prane Laboratori Elita #3177",Prishtine,3,96m 2,09/12/2022,400 €
Banes me qira Rruga B,Prishtine,2,85m 2,09/12/2022,470 €
Banes me Qira Arberi-Dragodan,Prishtine,2,93m 2,09/12/2022,550 €
Banesa me qera ne rrugen B.,Prishtine,2,70m 2,09/12/2022,300 €
Banesa me qera ne rrugen B.,Prishtine,2,70m 2,09/12/2022,300 €
Banesë me qira në Rrugën C📍,Prishtine,3,83m 2,09/12/2022,400 €
Banesa me qera ne lagjen Emshir.,Prishtine,2,63m 2,09/12/2022,320 €
BANESE 3+1 NE LAGJEN MATI 1,Prishtine,3,0m 2,09/12/2022,300 €
BANESE 3+1 NE LAGJEN MATI 1,Prishtine,3,0m 2,09/12/2022,300 €
BANESE 3+1 NE LAGJEN MATI 1,Prishtine,3,0m 2,09/12/2022,300 €
Ofrohet me Qira Banesa 40m² ne Lakrishte ! DREAM HOME,Prishtine,2,40m 2,08/12/2022,200 €
Banesë me qira në Kalabri - Emshir📍,Prishtine,2,110m 2,08/12/2022,400 €
Banesë me qira në Bregun e Diellit📍,Prishtine,2,80m 2,08/12/2022,300 €
Banesa me qera tek Dukagjini Residence.,Prishtine,3,105m 2,08/12/2022,750 €
leshohet banesa me qira te mati 1,Prishtine,1,70m 2,08/12/2022,300 €
leshohet kati i shtepis me qira ne fushkosov tek rrethi,Prishtine,1,65m 2,08/12/2022,150 €
leshohet banesa em qira ne fushkosov ne rrugen dardania,Fushe Kosove,1,67m 2,08/12/2022,230 €
leshohet super banesa em qira ne fushksov 250 euro,Fushe Kosove,2,85m 2,08/12/2022,250 €
Banes me qira Rruga B,Prishtine,2,77m 2,08/12/2022,350 €
Banesë me qira në Qendër📍,Prishtine,2,100m 2,08/12/2022,450 €
Banesë me qira në Aktash📍,Prishtine,2,90m 2,08/12/2022,400 €
Banesë me qira te Santea📍,Prishtine,1,70m 2,08/12/2022,450 €
