title,region,number_of_rooms,quadrat,date,price
"Banes me qera ne Mati I, rruga B",Prishtine,2,82m 2,14/08/2021,250 €
Lëshohet banesa me qera në Prishtinë te Rruga B (Mati I),Prishtine,2,80m 2,14/08/2021,280 €
"Banesë me qira në Emshir-Kalabri, tek UBT, kompleksi EXDC📍",Prishtine,2,63m 2,14/08/2021,270 €
"Banesë me qira në Dardani, afer Biblotekes Hivzi Sylejmani📍",Prishtine,3,85m 2,14/08/2021,300 €
(QIRA) PENTHOUSE - ZYRË komode në Mati 1 Prishtinë,Prishtine,9,400m 2,14/08/2021,"1,000 €"
Banesë me Qira në Prishtinë,Prishtine,3,115m 2,14/08/2021,350 €
Banese me qera 2+1 90m2 me DITE ose JAVE ne Mati1 Kompleksi Princesha,Prishtine,3,90m 2,13/08/2021,20 €
"Banes me qira ne Aktashë ""M1""",Prishtine,2,75m 2,13/08/2021,450 €
"Banes me qera ne lagjen Aktash, perball Salles 1 Tetori #2174",Prishtine,2,45m 2,13/08/2021,200 €
"Banese me qera ne lagjen Ulpiana, prane ish Hotel Bacit #2187",Prishtine,2,55m 2,13/08/2021,250 €
Ofrohet Garsonjerka Me Qira 40M2 Te Muhaxhert!DELTA,Prishtine,1,40m 2,13/08/2021,200 €
Ofrohet Garsonjerka Me Qira 40M2 Te Muhaxhert!DELTA,Prishtine,1,40m 2,13/08/2021,170 €
Banes me qira Mati 1,Prishtine,2,90m 2,13/08/2021,270 €
"Banese 2 dhomshe e sapo renovume ne qender, rruga Rexhep Luci.",Prishtine,2,55m 2,13/08/2021,400 €
Banesa 65m2 me qira te Muhaxheret Rozi Patundshmeri,Prishtine,1,65m 2,13/08/2021,280 €
Banesa 40m2 me qira ne Dardani Rozi Patundshmeri,Prishtine,1,40m 2,13/08/2021,220 €
Ofrohet me Qira Banesa 120m2 ne Rrugen Ismail Dumoshi ! DELTA,Prishtine,4,120m 2,12/08/2021,420 €
Ofrohet me Qira Banesa 52m2 ne Kalabri me Qira ! DELTA,Prishtine,2,52m 2,12/08/2021,250 €
Banesë me qira në Ulpianë📍,Prishtine,5,150m 2,12/08/2021,600 €
leshohet banesa me qira ne emshir te UBT,Prishtine,2,70m 2,12/08/2021,250 €
leshohet banesa me qera te rruga be,Prishtine,2,80m 2,12/08/2021,300 €
Banes me qera ne Mati I,Prishtine,3,120m 2,12/08/2021,700 €
Banesa 52m2 me qira ne Kalabri Rozi Patundshmeri,Prishtine,1,52m 2,12/08/2021,250 €
Ofrohet Banese Me Qira 87M2 Ne Lagjjen Aktash!DELTA,Prishtine,3,87m 2,11/08/2021,300 €
Ofrohet Banesa Me Qira 50M2 Ne Lagjjen Dardania!DELTA,Prishtine,2,50m 2,11/08/2021,230 €
Banese me qira Mati I,Prishtine,1,68m 2,11/08/2021,250 €
Ofrohet Banesa Me Qira 89 M2 Ne Lagjjen Mati1 !DELTA,Prishtine,3,89m 2,11/08/2021,250 €
Ofrohet Banesa Me Qira 58 M2 Ne Breg Diellit !DELTA,Prishtine,2,58m 2,11/08/2021,230 €
Ofrohet Banesa Me Qira 104M2 Te Muhaxhert!DELTA,Prishtine,3,104m 2,11/08/2021,300 €
"Banesë me qera në lagjen Pejton, pranë nënkalimit #2520",Prishtine,3,80m 2,10/08/2021,300 €
"Banes me qira ne Dragodan ""M1""",Prishtine,2,76m 2,10/08/2021,275 €
"Banese me qera ne lagjen Tophane, perball Kolegjit Riinvest #2345",Prishtine,2,45m 2,10/08/2021,250 €
"Banesë me qera në lagjen Aktash, afer Ambasades Sllovene #2446",Prishtine,2,60m 2,10/08/2021,300 €
"Banesë me qera në lagjen Aktash, prane Ambasades Sllovene #2474",Prishtine,2,60m 2,10/08/2021,270 €
"Banesë me qera në lagjen Kalabria ( Emshir ), tek ndertesa Model Sllovenia #2482",Prishtine,3,80m 2,10/08/2021,300 €
"Banesë me qira në Arbëri-Dragodan, përballe Ambasades Amerikane📍",Prishtine,3,90m 2,09/08/2021,450 €
Banesë me qira në Arbëri-Dragodan📍,Prishtine,3,80m 2,09/08/2021,500 €
Ofrohet Banesa Me Qira 62 M2 Te Hotel Sirisi!DELTA,Prishtine,2,62m 2,09/08/2021,250 €
LESHOHET BANESA ME QERA TE MATI 1 AFER NAKI TRADE,Prishtine,2,80m 2,09/08/2021,230 €
Banes me qera te xhamia e llapit,Prishtine,1,40m 2,08/08/2021,150 €
Shitet banesa ne lagjen Bregu i diellit,Prishtine,3,107m 2,07/08/2021,980 €
Ofrohet banese me qira ne lagjen Bregu i diellit,Prishtine,2,78m 2,07/08/2021,350 €
Leshohet banese me qira ne lagjen Dardania,Prishtine,1,43m 2,07/08/2021,250 €
Leshohet banese me qira ne lagjen Aktash,Prishtine,2,78m 2,07/08/2021,350 €
Ofrohet banese me qira ne lagjen Arberia,Prishtine,2,80m 2,07/08/2021,380 €
Banes me qira ne Sllovenia Sport 80m2,Prishtine,2,80m 2,07/08/2021,300 €
Banese ( Garsoniere ) me qira ne Ulpiane,Prishtine,1,30m 2,07/08/2021,200 €
Leshohet banese me qira ne Lagjen e Spitalit,Prishtine,1,62m 2,07/08/2021,300 €
Ipet banese me qira ne lagjen Ulpiana,Prishtine,2,70m 2,07/08/2021,250 €
super banese me qera ne arberi,Prishtine,2,75m 2,07/08/2021,300 €
Banesa 65m2 me qira ne Qender Rozi Patundshmeri,Prishtine,1,65m 2,07/08/2021,260 €
LESHOHET BANESA ME QIRA NE LAGJEN E MUHAXHERVE,Prishtine,1,50m 2,07/08/2021,260 €
Banesa 60m2 me qira ne Kalabri Rozi Patundshmeri,Prishtine,1,60m 2,07/08/2021,250 €
Ofrohet banesa me qira ne qender te qytetit ne Lagjen Dodona (afer shkolles fillore Elena Gjika)!DELTA,Prishtine,2,65m 2,06/08/2021,260 €
Ofrohet me qera banesa ne Qender prane Hotel Siriusit Prishtine !DELTA,Prishtine,3,90m 2,06/08/2021,280 €
Ofrohet Banesa me qira ne Lagjen Dardania te Santea !DELTA,Prishtine,3,70m 2,06/08/2021,300 €
Ofrohet Banesa Me Qira 665 M2 Ne Lagjjen Dardania !DELTA,Prishtine,66,66m 2,06/08/2021,250 €
"Banesa me qira në Qendër tek Grandi, afër Rektoratit📍",Prishtine,2,60m 2,06/08/2021,300 €
Banesa 83m2 me qira te Bregu i Diellit 2 Rozi Patundshmeri,Prishtine,2,83m 2,06/08/2021,350 €
Banesë me qera në Prishtinë në Ulpianë,Prishtine,1,65m 2,05/08/2021,200 €
Banese me qira Dodona,Prishtine,1,70m 2,05/08/2021,290 €
Banes me qera ne Ulpiane,Prishtine,2,95m 2,05/08/2021,300 €
"Banes me qira ne Dragodan ""M1""",Prishtine,4,117m 2,05/08/2021,550 €
leshohet banesa me qera ne ulpian,Prishtine,1,60m 2,05/08/2021,350 €
Banesë me Qira në Prishtinë,Prishtine,1,41m 2,05/08/2021,200 €
Ofrohet Banesa Me Qira 85 M2 Te QAFA !DELTA,Prishtine,3,85m 2,05/08/2021,450 €
Ofrohet Banesa Me Qira 85M2 Ne Lagjjen Mati1!DELTA,Prishtine,3,85m 2,05/08/2021,400 €
Ofrohet Banesa Me Qira 62 M2 Ne Breg Diellit !DELTA,Prishtine,2,62m 2,05/08/2021,210 €
"Banesë me qera në lagjen Tophane, prane IP Petrol #2511",Prishtine,2,60m 2,05/08/2021,300 €
Ofrohet banesa me qira ne Lagjen Aktash !DELTA,Prishtine,2,50m 2,05/08/2021,250 €
Ofrohet banesa me qira ne lagjen e Muhaxhereve objekti GOLDEN PARK !!DELTA,Prishtine,2,73m 2,05/08/2021,270 €
Ofrohet me Qira Banesa 53m2 ne Lagjen Aktash ! DELTA,Prishtine,1,53m 2,04/08/2021,350 €
Ofrohet me Qira Banesa 120m2 ne Tophane ! DELTA,Prishtine,4,120m 2,04/08/2021,500 €
Lëshohet garsonjere me qera në Prishtinë në Ulpianë.,Prishtine,1,40m 2,04/08/2021,160 €
Banese me qira Dragodan,Prishtine,2,98m 2,04/08/2021,450 €
Banesa 105m2 me qira ne Tophane Rozi Patundshmeri,Prishtine,2,105m 2,04/08/2021,500 €
Garsonjere me qira ne QENDER !DELTA,Prishtine,1,40m 2,04/08/2021,210 €
Ofrohet me Qira Banesa 100m2 ne Tophane ! DELA,Prishtine,3,100m 2,03/08/2021,500 €
Ofrohet me Qira Banesa 60m2 ne Emshir ! DELTA,Prishtine,1,60m 2,03/08/2021,250 €
BANESe ME QIRA NE BREGUN E DIELLIT,Prishtine,2,73m 2,03/08/2021,270 €
Ofrohet banesa me qera ne Bregun e Diellit !DELTA,Prishtine,3,89m 2,03/08/2021,350 €
Ofrohet Banesa Me Qira 75M2 Ne Lagjjen Kalabria !DELTA,Prishtine,3,75m 2,02/08/2021,250 €
Ofrohet Banesa Me Qira 70M2 Ne Rugen B !DELTA,Prishtine,2,70m 2,02/08/2021,250 €
Banesa me qera E ZËNË,Gjilan,1,0m 2,02/08/2021,170 €
Leshohet banesa me qira ne Fushe Kosove- e pabanuar me pare,Fushe Kosove,2,67m 2,02/08/2021,240 €
Ofrohet për #QIRA banesë 67m² në lagjen Arbëria,Prishtine,3,67m 2,02/08/2021,300 €
Ofrohet për #QIRA banesë 67m² në lagjen Arbëria,Prishtine,2,67m 2,02/08/2021,270 €
ipet banesa me qera breg diellit banesat e standartit afer reall mallit posedon termoks,Prishtine,4,90m 2,01/08/2021,299 €
Lëshohet banesë me qera në Prishtinë në Arbëri(Dragodan),Prishtine,1,65m 2,31/07/2021,200 €
"Lëshohet banesë me qera në Prishtinë, në lagjen Ulpiana.",Prishtine,2,65m 2,31/07/2021,250 €
Lëshohet banesa me qera në Prishtinë në Lagjen Ulpiana,Prishtine,1,68m 2,31/07/2021,250 €
Lëshohet banesa me qera në Prishtinë te Rruga B (Mati I),Prishtine,2,87m 2,31/07/2021,320 €
jep banes me qira te banesat e avni gjakoves ne lagje te spitalit 220 e,Prishtine,1,60m 2,30/07/2021,220 €
jep banesen me qera n ulpian te pompa exfis,Prishtine,1,65m 2,30/07/2021,240 €
ipet banesa me qira ne breg te diellit,Prishtine,1,60m 2,30/07/2021,180 €
leshohet banesa me qira ne ulpian,Prishtine,1,40m 2,30/07/2021,170 €
"Lëshohet banesë me qera në Prishtinë, në Lakrishtë - Pejton",Prishtine,2,81m 2,30/07/2021,450 €
Leshohet banesa me qira,Prishtine,3,75m 2,30/07/2021,350 €
Ofrohet me qira banesa komode ne Mati 1 (Super Viva 2) !DELTA,Prishtine,2,62m 2,30/07/2021,300 €
Banesa 83m2 me qira te Mati 1 Rozi Patundshmeri,Prishtine,2,83m 2,30/07/2021,300 €
Banesa 86m2 me qira te Mati 1 Rozi Patundshmeri,Prishtine,2,86m 2,30/07/2021,330 €
Banesa 90m2 me qira ne Aktash Rozi Patundshmeri,Prishtine,2,90m 2,30/07/2021,300 €
Leshoj Banesen me qera,Prishtine,1,20m 2,30/07/2021,150 €
leshohet banesa me qira ne rrugen b,Prishtine,1,50m 2,29/07/2021,170 €
leshohet banesa me qera ne ulpian te fontana,Prishtine,1,45m 2,29/07/2021,200 €
Banes me qera ne Mati I 1+1 220 €,Prishtine,2,80m 2,29/07/2021,220 €
Lëshohet banesë me qera në Prishtinë në lagjen Bregu i Diellit,Prishtine,2,75m 2,29/07/2021,160 €
Banese me qira,Prishtine,2,60m 2,29/07/2021,180 €
Leshoj Banesen me qera,Prishtine,1,20m 2,29/07/2021,150 €
Banesë me qira në Tophane📍,Prishtine,3,80m 2,29/07/2021,500 €
jep banes me qira ne emshir 270 euro,Prishtine,1,65m 2,28/07/2021,270 €
"Banes me qera Mati 1, 1+1 200",Prishtine,1,66m 2,28/07/2021,200 €
Banese me qera,Prishtine,3,0m 2,28/07/2021,320 €
Banesa me qera Mati 1 kompleksi blini 2+1,Prishtine,2,0m 2,28/07/2021,350 €
Banes me qera Qaf,Prishtine,1,66m 2,28/07/2021,230 €
Banesë me qira tek Sami Frasheri📍,Prishtine,2,50m 2,28/07/2021,200 €
Banesë Zyre me qira në Dardani📍,Prishtine,3,90m 2,28/07/2021,500 €
Ofrohet banesa me qera ne Qender (te Gjimnazi *Sami Frasheri*) !DELTA,Prishtine,3,83m 2,28/07/2021,280 €
Banes me qira ne Dardani M1,Prishtine,1,45m 2,28/07/2021,180 €
JAP ME QIRA BANESEN 3 DHOMSHE TE KEDSI NË QENDËR-PRISHTINE,Prishtine,3,80m 2,28/07/2021,330 €
Banesa 50m2 me qira te Sllovenia Sport Rozi Patundshmeri,Prishtine,1,50m 2,28/07/2021,260 €
Banesa/Zyre me #Qira,Prishtine,4,117m 2,27/07/2021,550 €
Ofrohet me Qira Banesa 80m2 ne Nartel Center ! DELTA,Prishtine,3,80m 2,27/07/2021,600 €
Banesë/Zyrë në qendër të Prishtinës,Prishtine,4,80m 2,27/07/2021,450 €
Banesa 62m2 me qira te Muharrem Fejza Rozi Patundshmeri,Prishtine,1,62m 2,27/07/2021,220 €
Ofrohet me Qira Banesa 80m2 ne Dragodan ! DELTA,Prishtine,3,80m 2,27/07/2021,400 €
Ofrohet me Qira Banesa 84m2 te Rruga B ! DELTA,Prishtine,3,84m 2,27/07/2021,250 €
Banes ne shitje Mati 1,Prishtine,1,0m 2,27/07/2021,280 €
Ofrohet banesa me qera ne lagjen “Kalabri e Re” banesat e Fitores !DELTA,Prishtine,2,60m 2,27/07/2021,200 €
Lëshohet banesa me qera në lagjen Arbëria afër Ambasadës Amerikane !DELTA,Prishtine,3,93m 2,27/07/2021,400 €
Leshoj banesen me qera,Prishtine,3,88m 2,27/07/2021,390 €
Banes me qera TOPHANE,Prishtine,2,50m 2,26/07/2021,150 €
Ofrohet me Qira Banesa 50m2 ne Lagje te Muhaxhereve ! DELTA,Prishtine,1,50m 2,26/07/2021,260 €
Banes me qera ne Lakrisht 2+1,Prishtine,2,83m 2,26/07/2021,450 €
Ofrohet me Qira Banesa 66m2 ne Lagjen Emshir ! DELTA,Prishtine,2,66m 2,26/07/2021,260 €
"Leshohet Garsonjerk me qira ne Dragodan ""M1""",Prishtine,1,50m 2,26/07/2021,200 €
Banesa 90m2 me qira ne Arberi Rozi Patundshmeri,Prishtine,2,90m 2,26/07/2021,450 €
Ofrohet banesa komode me siperfaqe 54m2 ne Ulpiane !DELTA,Prishtine,2,54m 2,24/07/2021,300 €
Banesa 54m2 me qira te Bregu i Diellit Rozi Patundshmeri,Prishtine,1,54m 2,24/07/2021,200 €
Ofrohet Banesa Me Qira 62M2 Ne Lagjjen Bregu I Diellit !DELTA,Prishtine,2,62m 2,23/07/2021,250 €
Leshohet me qera kati i shtepis ne lagjen bregu i diellit afer shkolles Iliria,Prishtine,1,65m 2,23/07/2021,150 €
Ofrohet me qera banesa ne Ulpiane (mrapa AAK) !DELTA,Prishtine,2,55m 2,23/07/2021,300 €
"Banesë me qira në Lakrishte, te Nartel Center📍",Prishtine,3,85m 2,22/07/2021,500 €
"Banes me qira ne Bregun e Diellit ""M1""",Prishtine,4,120m 2,22/07/2021,330 €
Banesë me Qira në Prishtinë,Prishtine,2,95m 2,22/07/2021,350 €
Banesa 83m2 me qira ne Tophane Rozi Patundshmeri,Prishtine,2,83m 2,22/07/2021,300 €
Banesë me Qira në Prishtinë,Prishtine,2,0m 2,21/07/2021,350 €
Banes me qira ne Dardani M1,Prishtine,76,2m 2,21/07/2021,240 €
Banesa 78m2 me qira te Mati 1 Rozi Patundshmeri,Prishtine,2,78m 2,20/07/2021,240 €
Banesa 52m2 me qira ne Lakrishte Rozi Patundshmeri,Prishtine,1,52m 2,20/07/2021,210 €
Ofrohet Banesa me qera per zyre ne Lagjen e Muhaxhereve !DELTA,Prishtine,3,85m 2,19/07/2021,250 €
"Banesë me qira në Qendër, mbrapa Teatrit Kombëtar📍",Prishtine,3,86m 2,19/07/2021,380 €
Banes me qera prane Hotel Sirius (rr. Tring Smajli) !DELTA,Prishtine,2,54m 2,19/07/2021,260 €
Ofrohet banesa me qira ne lagjen Tophane !DELTA,Prishtine,3,83m 2,19/07/2021,300 €
leshohet banesa me qira ne ulpian 160 euro,Prishtine,1,30m 2,18/07/2021,160 €
leshohet banesa me qira ne emshir te hotel narteli,Prishtine,1,45m 2,17/07/2021,200 €
Banesa 80m2 me qira prane Rruga B Rozi Patundshmeri,Prishtine,2,80m 2,17/07/2021,280 €
Banesa 78m2 me qira ne Qender Rozi Patundshmeri,Prishtine,2,78m 2,17/07/2021,280 €
Banes me qera TOPHANE,Prishtine,2,50m 2,17/07/2021,150 €
"Banesë me qira në Arbëri, mbrapa ministris së Shëndetsis📍",Prishtine,2,70m 2,16/07/2021,200 €
"Banesë me qira në Dardani, te Posta e madhe📍",Prishtine,4,90m 2,16/07/2021,350 €
Banes e kendshme me qira ne QENDER te Qafa !DELTA,Prishtine,1,55m 2,16/07/2021,250 €
Ofrohet me qera banesa ne rr. Bajram Kelmendi !DELTA,Prishtine,3,75m 2,16/07/2021,250 €
Ofrohet me Qira Banesa 90m2 ne Dardani te Posta e Madhe ! DELTA,Prishtine,4,90m 2,16/07/2021,350 €
leshohet banesa me qira ne lagje te spitalit 180 euro,Prishtine,1,60m 2,16/07/2021,180 €
Ofrohet me Qira Banesa 56m2 ne Lakrishte ! DELTA,Prishtine,1,56m 2,16/07/2021,350 €
Banesa per qera ne Dardani 2+1,Prishtine,3,90m 2,16/07/2021,300 €
"Apartamet lluksoz per afat te shkurte ose te gjate, Tophane",Prishtine,2,75m 2,16/07/2021,400 €
"Banesë me qera në lagjen e Muhaxhirëve, pranë Hotel Afa #2405",Prishtine,2,52m 2,15/07/2021,220 €
"Banesë me qera në lagjen Mati 1, prane Viva Fresh #2429",Prishtine,2,71m 2,15/07/2021,250 €
Ofrohet me Qira Banesa 85m2 mbrapa Teatrit Kombetare ! DELTA,Prishtine,2,85m 2,15/07/2021,280 €
Ofrohet Banesa Me Qira 65M2 Ne Rrugen B !DELTA,Prishtine,2,65m 2,15/07/2021,250 €
"IPET BANESA ME QIRA NE MATI 1, RRUGA B",Prishtine,2,85m 2,14/07/2021,250 €
Ofrohet Bananesa Me Qira 55M2 Te Parku I Qytetit !DELTA,Prishtine,2,55m 2,14/07/2021,250 €
Ofrohet me Qira Banesa 108m2 ne Kalabri-Kompleksi Riera ! DELTA,Prishtine,4,108m 2,14/07/2021,400 €
"Banesë me #QIRA mbrapa rrugës B, te Restorant ""Loriano""",Prishtine,2,68m 2,14/07/2021,250 €
leshohet banesa me qira ne tophane 200 euro,Prishtine,1,65m 2,14/07/2021,200 €
Banesa me qira te parku i qytetit📍,Prishtine,3,80m 2,13/07/2021,250 €
Ofrohet banesa me qira në Lagjen Ulpiana !DELTA,Prishtine,2,50m 2,13/07/2021,275 €
Ofrohet Bananesa Me Qira 80M2 Ne Rrugen B!DELTA,Prishtine,3,80m 2,13/07/2021,260 €
Ofrohet Banesa Me Qira 78M2 Te Parku I Qytetit !DELTA,Prishtine,3,78m 2,13/07/2021,250 €
Ofrohet Kati I Shtepis Me Qira 56M2 Ne Breg Diellit !DELTA,Prishtine,2,56m 2,13/07/2021,220 €
Ofrohet banesa me qira ne qender afer Sheshit !DELTA,Prishtine,1,42m 2,13/07/2021,250 €
Ofrohet banesa me qira ne Lagjen e Muhaxhereve !DELTA,Prishtine,2,66m 2,13/07/2021,250 €
Ofrohet banesa me qira ne lagjen Dardania !DELTA,Prishtine,2,65m 2,13/07/2021,250 €
Banesa per qera ne Dardani 2+1,Prishtine,3,85m 2,13/07/2021,250 €
Shitet ose leshohet me qira extra banesa ne Tokbashqe,Prishtine,1,70m 2,12/07/2021,250 €
Banesë me qira në Tophane,Prishtine,4,120m 2,12/07/2021,450 €
Ofrohet Bananesa Me Qira 68M2 Ne Rrugen B!DELTA,Prishtine,2,68m 2,12/07/2021,300 €
leshohet kati i shtepis me qera ne mati 1 afer shkolles pavarsia,Prishtine,1,55m 2,12/07/2021,160 €
leshohet kati i shtepis me qera ne mati 1 te pomo pizza,Prishtine,1,65m 2,12/07/2021,150 €
Ofrohet Banesa Me Qira 65M2 Ne Rrugen C!DELTA,Prishtine,2,65m 2,12/07/2021,300 €
Ofrohet banesa me qira ne Lagjen (DARDANIA) !DELTA,Prishtine,3,100m 2,12/07/2021,300 €
Garsoniere 41m2 me qira te Hotel Sirius Rozi Patundshmeri,Prishtine,1,41m 2,12/07/2021,180 €
Gansionere me qera prishtin mbrapa hotel seriusit,Prishtine,1,35m 2,10/07/2021,170 €
Leshohet Penthouse me Qira,Prishtine,2,75m 2,10/07/2021,350 €
Leshohet Banesa me Qira (Per Zyre) te Rruga C,Prishtine,4,110m 2,10/07/2021,400 €
Leshohet Banesa me Qira (Per Zyre) ne Dragodan,Prishtine,3,100m 2,10/07/2021,400 €
Banesë me qira ne Lakrishtë,Prishtine,1,52m 2,10/07/2021,210 €
Banesë me qira te Muhaxhert,Prishtine,2,95m 2,10/07/2021,300 €
Banesë me qira ne Ulpijanë,Prishtine,1,40m 2,10/07/2021,200 €
Banesë me qira te parku i qytetit,Prishtine,1,40m 2,10/07/2021,190 €
Banesë me qira ne Dragodan,Prishtine,1,60m 2,10/07/2021,250 €
Banesë me qira ne Ulpijanë,Prishtine,1,30m 2,10/07/2021,195 €
Gasoniere me qira ne Bregun e Diellit,Prishtine,1,28m 2,10/07/2021,150 €
Banesë me qira ne lagjen e Spitalit,Prishtine,1,50m 2,10/07/2021,230 €
Banesë me qira ne Ulpijanë,Prishtine,1,50m 2,10/07/2021,200 €
Banesë me qira te parku i qytetit,Prishtine,2,80m 2,10/07/2021,250 €
Banesë me qira ne Dardani,Prishtine,1,50m 2,10/07/2021,220 €
Banesa 54m2 me qira ne Ulpiane Rozi Patundshmeri,Prishtine,1,54m 2,10/07/2021,250 €
Ofrohet me Qira Banesa 110m2 te Rruga C ! DELTA,Prishtine,4,110m 2,09/07/2021,400 €
Ofrohet me Qira Banesa 40m2 te Ambullanta ne Breg Diellit ! DELTA,Prishtine,1,40m 2,09/07/2021,220 €
Ofrohet për #QIRA banesë 75m² në lagjen Aktash,Prishtine,2,75m 2,09/07/2021,400 €
Lëshohet Banesa Me Qira Mbrapa te hotel Sirius,Prishtine,3,80m 2,08/07/2021,250 €
"Banes me qira ne Bregun e Diellit ""M1""",Prishtine,3,90m 2,08/07/2021,350 €
Jepet banesa me qera,Prishtine,3,90m 2,08/07/2021,250 €
leshohet banesa me qira te qafa,Prishtine,1,65m 2,08/07/2021,250 €
leshohet banesa me qira 170 euro ne fushkosov,Fushe Kosove,1,60m 2,08/07/2021,170 €
Ofrohet me Qira Banesa 90m2 ne Lagjen Emshir ! DELTA,Prishtine,3,90m 2,08/07/2021,350 €
"Ofrohet për SHITJE shtëpia në lagjen Qendresa, afër kolegjit ""Rezonanca""",Prishtine,6,400m 2,08/07/2021,1 €
Banesë me QIRA në Lagjen e Muhaxherëve,Prishtine,3,95m 2,08/07/2021,300 €
Banesë me qira në Lagjen e Spitalit📍,Prishtine,2,55m 2,07/07/2021,260 €
leshohet super banes me qera ne fushkosov perball hotel sonoma 170 euro,Fushe Kosove,1,65m 2,07/07/2021,170 €
Leshohet me qiraa banesa ne Mati 1,Prishtine,2,80m 2,06/07/2021,270 €
Ofrohet Bananesa Me Qira 40M2 Ne Lagjjen E SPITALIT!DELTA,Prishtine,2,40m 2,06/07/2021,220 €
Ofrohet Banesa Me Qira 55M2 Ne Lagjjen Mati1!DELTA,Prishtine,2,55m 2,06/07/2021,220 €
BANESA EKSLUZIVE me qira tek Parku i Qytetit📍,Prishtine,3,90m 2,06/07/2021,450 €
"Banesë me qera në lagjen e Muhaxherëve, afër Hotel Afa #2467",Prishtine,2,72m 2,06/07/2021,240 €
"Banesë me qira në Ulpianë, te Restaurant Moxarti📍",Prishtine,3,60m 2,06/07/2021,250 €
"Zyre me qira në Qendër, afër Ambasades Zvicrane📍",Prishtine,9,294m 2,06/07/2021,7 €
Ofrohet me Qira Banesa 40m2 ne Ulpiane ! DELTA,Prishtine,1,40m 2,05/07/2021,250 €
SHES BANESEN NE RR. NENA TEREZE ME FLETE POSEDUESE,Fushe Kosove,2,64m 2,05/07/2021,"33,500 €"
BANESE ME QIRA TE BELAVISTA-MIHAL GRAMENO,Fushe Kosove,3,85m 2,05/07/2021,250 €
Ofrohet me Qira Banesa 86m2 te Mati 1 ! DELTA,Prishtine,3,86m 2,05/07/2021,330 €
BANESA EKSLUZIVE me qira tek Parku i Qytetit📍,Prishtine,3,80m 2,05/07/2021,450 €
"Banesë me qera në lagjen Qender, prapa Hotel Sirius #2425",Prishtine,3,75m 2,05/07/2021,300 €
jap banes me qira ne ulpian 170 euro,Prishtine,1,55m 2,04/07/2021,170 €
Leshohet banesa me qira ne ulpian perball konviktev,Prishtine,1,50m 2,03/07/2021,180 €
jep banes me qira ne lagje te spitalit 250 euro i diskutushem,Prishtine,1,65m 2,03/07/2021,250 €
jep banes me qira 280 euro te 4 llullat,Prishtine,1,65m 2,03/07/2021,280 €
Banesë Zyre PA MOBILE me qira në Lagjen e Spitalit 📍,Prishtine,2,62m 2,03/07/2021,220 €
"Banesë Zyre PA MOBILE me qira në Aktash, 📍",Prishtine,3,90m 2,03/07/2021,400 €
"Banesë me qira në Rrugen B, 📍",Prishtine,3,80m 2,03/07/2021,350 €
Banes me 1-Dhome Gjumi tek Lagjja e Muhaxherve,Prishtine,1,60m 2,03/07/2021,350 €
Banesë Zyre me qira në Qendër📍,Prishtine,3,70m 2,02/07/2021,250 €
Banese me qira ne Qender _ 2+1,Prishtine,2,70m 2,02/07/2021,300 €
Banese me qira ne Breg te Diellit _ 2+1,Prishtine,2,75m 2,02/07/2021,230 €
Banese me qira ne lagjen Arberi _ 1+1,Prishtine,1,65m 2,02/07/2021,230 €
Banese me qira ne Qender _ 1+1,Prishtine,1,55m 2,02/07/2021,250 €
jep banes me qira ne breg diellit te furra qerimi 1 150 euro,Prishtine,1,55m 2,02/07/2021,150 €
jep banes me qira ne ulpian 240 evro,Prishtine,1,65m 2,02/07/2021,240 €
Ofrohet Bananesa Me Qira 51 M2 Ne Lagjjen Ulpiana !DELTA,Prishtine,2,51m 2,02/07/2021,250 €
Banesa 65m2 me qira te Mati 1 Rozi Patundshmeri,Prishtine,1,65m 2,02/07/2021,220 €
Leshohet Banesa me Qira te Rruga B,Prishtine,3,87m 2,01/07/2021,320 €
Leshohet Banesa me Qira te Muhaxhert (Ambasada Zvicrrane),Prishtine,2,65m 2,01/07/2021,280 €
Leshohet Banesa me Qira ne Arberi,Prishtine,3,80m 2,01/07/2021,280 €
Leshohet Banesa me Qira te Rruga Muharrem Fejza,Prishtine,3,86m 2,01/07/2021,330 €
Leshohet Banesa me Qira te Rruga B,Prishtine,3,90m 2,01/07/2021,350 €
Leshohet Banesa me Qira te Rruga Muharrem Fejza,Prishtine,3,100m 2,01/07/2021,280 €
Leshohet Banesa me Qira te Rruga Muharrem Fejza,Prishtine,3,120m 2,01/07/2021,400 €
Leshohet Banesa me Qira mbrapa spitalit (Eulex),Prishtine,2,75m 2,01/07/2021,300 €
Leshohet Banesa me Qira te Xhamia e Llapit,Prishtine,2,55m 2,01/07/2021,250 €
Leshohet Banesa me Qira te Rruga Muharrem Fejza,Prishtine,3,100m 2,01/07/2021,300 €
Leshohet Banesa me Qira te Bregu i Diellit,Prishtine,2,64m 2,01/07/2021,200 €
Leshohet Banesa me Qira te Muhaxhert Afer Parkut,Prishtine,3,72m 2,01/07/2021,250 €
Leshohet Banesa me Qira te Rruga Muharrem Fejza,Prishtine,3,90m 2,01/07/2021,300 €
Leshohet Banesa me Qira te Rruga B,Prishtine,3,90m 2,01/07/2021,310 €
Leshohet Banesa me Qira te Nartel Center Dardani,Prishtine,2,65m 2,01/07/2021,270 €
Banesë me qira ne Dardani,Prishtine,1,65m 2,01/07/2021,300 €
