title,region,number_of_rooms,quadrat,price,date
Banese me qira,Prishtine,3,82m 2,170 €,30/06/2020
Banes me qira Dragodan 2+1 300€,Prishtine,3,70m 2,300 €,29/06/2020
Ofrohet banesa me qira ne Qender !DELTA,Prishtine,2,58m 2,250 €,29/06/2020
Ofrohet Banesa me qira ne Bregun e Diellit perball RoyalMall !DELTA,Prishtine,3,70m 2,250 €,29/06/2020
"Banese me qera ne lagjen Kalabria (Emshir), banesat e Nartelit #1834",Prishtine,2,60m 2,250 €,29/06/2020
"Banese me qera ne lagjen Bregu i Diellit, banesat e Standardit#1833",Prishtine,2,42m 2,220 €,29/06/2020
"Banese me qera ne lagjen Aktash, prane OSCE dhe salles 1 Tetori #1836",Prishtine,2,65m 2,250 €,29/06/2020
"Banese me qera ne Lagjen Bregu i Diellit, prane Varrit te ish Presidentit Rugova #1850",Prishtine,2,58m 2,220 €,29/06/2020
"Banese me qera ne Lagjen e Muhaxhereve, prane Hotel Afa #1866",Prishtine,2,60m 2,230 €,29/06/2020
Banes ne Pejton Lukzore te Prime Group,Prishtine,3,92m 2,800 €,28/06/2020
Ofrohet për #QIRA banesë 82m² në lagjen Arbëria,Prishtine,3,82m 2,350 €,28/06/2020
Banes me qera prishtin mbrapa hotel seriusit,Prishtine,1,32m 2,170 €,28/06/2020
"Banes me qira ne qender te ""4 llullat"" !DELTA",Prishtine,2,65m 2,250 €,28/06/2020
Ofrohet banesa me qira ne Dardani !DELTA,Prishtine,2,65m 2,250 €,28/06/2020
leshohet gasonjere ne Ulpiane,Prishtine,1,25m 2,130 €,27/06/2020
"Banesë me qira në Arbëri-Dragodan, mbi marketin Conad📍",Prishtine,4,100m 2,550 €,27/06/2020
Banesë me qira tek salla 1 TETORI📍,Prishtine,2,65m 2,250 €,27/06/2020
"Banesë me qira tek Mati 1, rruga C, mrapa objekteve te Tregtis📍",Prishtine,2,50m 2,200 €,27/06/2020
"Banesë me qira në rrugen B, tek res.LORIANO📍",Prishtine,3,85m 2,350 €,27/06/2020
"Banesë me qira në Emshir, tek UBT📍",Prishtine,2,60m 2,200 €,27/06/2020
"Banesë me qira në Dardani, përballe ProCredit Bank📍",Prishtine,2,60m 2,220 €,27/06/2020
"Banesë me qira në Bregun e Diellit, tek te Hintat📍",Prishtine,3,80m 2,300 €,27/06/2020
"Banesë me qira në Fushë Kosovë, afer BAU Market",Prishtine,3,80m 2,250 €,27/06/2020
"Banesë me qira 2+1 ne Prishtine - Dodona ""M1""",Prishtine,3,75m 2,270 €,27/06/2020
"Lokal me qera, Qender",Prishtine,1,35m 2,270 €,26/06/2020
Leshohet Gasonjera ne qender te prishtines me qera,Prishtine,1,40m 2,180 €,26/06/2020
Ofrohet banesa me qira ne Qender !DELTA,Prishtine,4,100m 2,500 €,26/06/2020
"Ofrohet banesa me qira ne Mati 1,A&f inginering !DELTA",Prishtine,3,82m 2,250 €,26/06/2020
Leshohet banesa me qera ne lagjen Velania,Prishtine,2,60m 2,200 €,26/06/2020
Leshohet banesa ne lagjen Mati 1,Prishtine,2,54m 2,200 €,26/06/2020
Leshohet banesa me qera ne lagjen mati 1,Prishtine,1,0m 2,250 €,26/06/2020
Leshohet Banesa me qera ne lagjen Tophane,Prishtine,2,86m 2,350 €,26/06/2020
Leshoet banesa me qera ne bregun e dellit te banesat e standardit,Prishtine,2,0m 2,220 €,26/06/2020
Leshohet banesa me qera ne lagjen kalabri emshir te banesat e arbve,Prishtine,2,0m 2,210 €,26/06/2020
Leshohet banesa me qera,Prishtine,2,78m 2,300 €,26/06/2020
KERKOJ GRASIONERK ME QERA,Prishtine,1,30m 2,150 €,25/06/2020
Banes me qera ne Mahall te Muhagjereve,Prishtine,1,1m 2,200 €,25/06/2020
Banese me qera,Prishtine,2,60m 2,270 €,25/06/2020
leshohet banesa me qera ne lagjen dardania,Prishtine,1,0m 2,250 €,25/06/2020
B827 Banese me qira ne Dardani te Santea,Prishtine,3,80m 2,300 €,25/06/2020
A114 Banese me qira ne Bregun e Diellit,Prishtine,2,40m 2,200 €,25/06/2020
A915 Banese me qira ne Arberi Dragodan,Prishtine,2,60m 2,230 €,25/06/2020
B782 Banese me qira ne Arberi Dragodan,Prishtine,2,60m 2,320 €,25/06/2020
B829 Banese me qira ne Dardani,Prishtine,2,65m 2,260 €,25/06/2020
B828 Banese me qira ne Ulpiane,Prishtine,2,60m 2,250 €,25/06/2020
A924 Banese me qira ne Ulpiane,Prishtine,2,55m 2,250 €,25/06/2020
B830 Banese me qira te Mati 1,Prishtine,3,87m 2,270 €,25/06/2020
Banesë me qira te Mati 1,Prishtine,1,60m 2,230 €,25/06/2020
Gasoniere me qira,Prishtine,1,39m 2,200 €,25/06/2020
Banesë me qira ne Emshir,Prishtine,2,90m 2,180 €,25/06/2020
"Banesë me qira te Mati 1, Rruga C",Prishtine,1,60m 2,200 €,25/06/2020
Banesë me qira në Ulpianë,Prishtine,1,40m 2,220 €,25/06/2020
Banes me qera ne Lagjen Arberia ( Dragodan ) prane Five Star dhe Sach Caffe #1711,Prishtine,2,50m 2,270 €,25/06/2020
"Banese me qera ne Lagjen Bregu i Diellit, prapa Kolegjit ILIRIA #1768",Prishtine,2,45m 2,230 €,25/06/2020
"Banese me qera ne Lagjen Bregu i Diellit, Kompleksi Dafina #1775",Prishtine,4,106m 2,300 €,25/06/2020
"Banese me qera ne Lagjen Qender, prapa Hotes Sirius#1784",Prishtine,2,60m 2,280 €,25/06/2020
"Banese me qera ne Lagjen Qender, prapa Teatrit Kombetar #1859",Prishtine,1,30m 2,190 €,25/06/2020
Banese me qira mbrapa teatrit,Prishtine,2,85m 2,300 €,24/06/2020
Banesë me 2 dhoma gjumi me qira në lagjen Pejton – Prime Residence,Prishtine,3,80m 2,500 €,24/06/2020
Banes me qira te Qafa,Prishtine,1,40m 2,200 €,24/06/2020
Banes me qira ne Ulpian,Prishtine,1,40m 2,180 €,24/06/2020
Leshohet banesa me qera ne lagjen e Muhaxherve,Prishtine,1,0m 2,240 €,24/06/2020
Leshohet banesa me qira ne lagjen arberia (dragodan,Prishtine,2,0m 2,220 €,24/06/2020
Leshohet banesa ne qender,Prishtine,1,0m 2,250 €,24/06/2020
Lëshohet Banesë me qira në lagjen e Muhaxherëve,Prishtine,2,66m 2,240 €,24/06/2020
Banes me qira Emshir 2+1 200€,Prishtine,3,80m 2,200 €,24/06/2020
"Banese\Zyre me qera ne Lagjen Ulpiana, prane Radio Caffe #1858",Prishtine,3,75m 2,350 €,24/06/2020
Jap me qera banesen ne Hajvali 150m2,Prishtine,4,150m 2,"1,500 €",23/06/2020
Gasonjerka me qira në Ulpianë tek Fontana📍,Prishtine,1,30m 2,180 €,23/06/2020
Banes me qira ne Veterrnik,Prishtine,2,90m 2,300 €,23/06/2020
B826 Banese me qira ne Emshir Kalabri,Prishtine,3,78m 2,280 €,23/06/2020
B823 Banese me qira ne Dardani,Prishtine,2,60m 2,250 €,23/06/2020
B825 Garsonjere me qira ne Ulpiane,Prishtine,1,30m 2,200 €,23/06/2020
Banese me qira,Prishtine,3,80m 2,300 €,23/06/2020
Banese me qira,Prishtine,3,70m 2,300 €,23/06/2020
"Banese me qera ne lagjen Kalabria (Emshir), banesat e Nartelit #1834",Prishtine,2,60m 2,250 €,23/06/2020
"Banese me qera ne lagjen Arberia ( Dragodan ), prane Five Star #1835",Prishtine,3,104m 2,300 €,23/06/2020
Banese me qira te Sllovenia Sport afer Parkut te Qytetit,Prishtine,3,92m 2,450 €,22/06/2020
Ofrohet banesa komode me qira ne Lagjen Arbëria !DELTA,Prishtine,4,120m 2,600 €,22/06/2020
B820 Banese me qira te Mati 1,Prishtine,3,85m 2,350 €,22/06/2020
B500 Banese me qira ne SHESH te KINO ABC,Prishtine,2,50m 2,200 €,22/06/2020
"Banesë me qira në Arbëri-Dragodan, perballë Ambasedes Amerikane📍",Prishtine,4,100m 2,350 €,22/06/2020
"ZYRE me qira ne Arberi-Dragodan, përballë Rockuzinë",Prishtine,4,115m 2,500 €,22/06/2020
B530 Banese me qira te 4 Llullat,Prishtine,3,87m 2,330 €,22/06/2020
B471 Banese me qira ne Lakrishte,Prishtine,3,78m 2,300 €,22/06/2020
A822 Banese me qira te Mati 1,Prishtine,3,87m 2,250 €,22/06/2020
Banes me qira në Mati 1 !DELTA,Prishtine,3,72m 2,330 €,22/06/2020
B810 Banese me qira ne Bregun e Diellit,Prishtine,2,59m 2,200 €,22/06/2020
B808 Garsonjere me qira ne Lagjen e Muhaxherve,Prishtine,1,37m 2,200 €,22/06/2020
B807 Banese me qira ne Shesh,Prishtine,2,60m 2,300 €,22/06/2020
B808 Banese me qira ne Lagjen e Muhaxherve,Prishtine,1,40m 2,200 €,22/06/2020
B817 Banese me qira te 4 Llullat,Prishtine,3,78m 2,300 €,22/06/2020
B818 Garsonjere me qira ne Lagjen e Muhaxherve,Prishtine,1,40m 2,200 €,22/06/2020
A667 Garsonjere me qira ne Dardani,Prishtine,1,40m 2,200 €,22/06/2020
B264 Garsonjere me qira ne Dardani,Prishtine,1,50m 2,240 €,22/06/2020
B95 Banese me qira te Qafa,Prishtine,3,85m 2,350 €,22/06/2020
A809 Banese me qira ne Bregun e Diellit,Prishtine,2,65m 2,250 €,22/06/2020
B275 Banese me qira ne Arberi Dragodan,Prishtine,2,60m 2,250 €,22/06/2020
"Banesë me qira mbrapa Teatrit, tek 4 Llullat📍",Prishtine,3,80m 2,300 €,22/06/2020
Banesë me qira tek Sllovenia Sporti📍,Prishtine,3,75m 2,270 €,22/06/2020
Banese me qira,Prishtine,1,70m 2,300 €,22/06/2020
Leshohet banesa ne lakrisht,Prishtine,2,75m 2,250 €,22/06/2020
"Banese me qera ne lagjen Bregu i Diellit, prane Shkolles Ismail Qemali #1817",Prishtine,3,70m 2,250 €,22/06/2020
"Banese me qera ne lagjen Aktash, Kompleksi PIKA, rru. Gazmend Zajmi #1823",Prishtine,2,45m 2,300 €,22/06/2020
"Banese me qera ne lagjen Mati 1, afer Rruges B #1814",Prishtine,2,55m 2,250 €,22/06/2020
"Banese me qera ne Lagjen Arberi (Dragodan), afer Komunes se Re #1853",Prishtine,2,60m 2,260 €,22/06/2020
Leshohet banesa me qera na lagjen dardani te bill kllintoni,Prishtine,1,60m 2,250 €,22/06/2020
Leshohet banesa me qera ne ulpian,Prishtine,1,0m 2,200 €,22/06/2020
Leshohet banesa me qera afer vorrit ibrahim rrugova,Prishtine,1,0m 2,150 €,22/06/2020
Leshohet banesa me qera banesa ne Ulpiane,Prishtine,1,0m 2,180 €,22/06/2020
Banesa me qira ne lagjen Ulpian,Prishtine,1,0m 2,250 €,22/06/2020
Leshohet banesa me qera ne lakrisht,Prishtine,2,0m 2,300 €,22/06/2020
Leshohet banesa me qera ne qender ne te qafa,Prishtine,2,0m 2,250 €,22/06/2020
Banes me qira Ulpan 1+1 250€,Prishtine,2,68m 2,250 €,21/06/2020
Banes me qira ne Rrugen B 2+1 400€,Prishtine,3,0m 2,400 €,21/06/2020
Banes me qira te Kater Llullat 2+1 320€,Prishtine,3,0m 2,320 €,21/06/2020
"Banes me qira Dragodan , 3+1 550€",Prishtine,4,0m 2,550 €,21/06/2020
Banes me qira te Shkolla Sami Frasheri 1+1 160€,Prishtine,2,0m 2,160 €,21/06/2020
Lëshoj banesë më qira në Prishtinë afer Rruges B,Prishtine,1,59m 2,250 €,21/06/2020
leshohet banesa me qera ne qender te prishtines,Prishtine,3,70m 2,300 €,21/06/2020
Leshohet banesa me qira mati 1afer del posto,Prishtine,1,0m 2,250 €,21/06/2020
leshohet banesa me qira ne dardani,Prishtine,1,50m 2,220 €,21/06/2020
Garsoniere me qira ne lagjen e Muhaxhereve!DELTA,Prishtine,1,36m 2,200 €,20/06/2020
Gansionere me qera prishtin afer parkut te qytetit,Prishtine,1,32m 2,170 €,20/06/2020
leshohet banesa me qera te Bregu i Diellit,Prishtine,1,0m 2,220 €,20/06/2020
Leshohet banesa me qera ne dardani,Prishtine,1,0m 2,250 €,20/06/2020
Leshohet me qera banesa te mati 1,Prishtine,2,0m 2,200 €,20/06/2020
Leshohet banesa me qera te MATI 1,Prishtine,0,80m 2,280 €,20/06/2020
Leshohet banesa me qera ne Qender,Prishtine,1,0m 2,215 €,20/06/2020
Leshohet banesa me qera ne dardani afer kurrizit,Prishtine,1,0m 2,250 €,20/06/2020
Leshohet banesa me qera ne dardani,Prishtine,1,0m 2,250 €,20/06/2020
Leshohet banesa me qera te parku i qytetit,Prishtine,1,0m 2,250 €,20/06/2020
Leshohet banesa me qera afer rruges b,Prishtine,2,0m 2,230 €,20/06/2020
Leshohet banesa me qera ne lagjen emshir,Prishtine,0,0m 2,250 €,20/06/2020
Leshoet banesa me qera te rruga b,Prishtine,1,0m 2,250 €,20/06/2020
Banes me qira afer Shkolles Sami Frasheri 170€,Prishtine,2,0m 2,170 €,20/06/2020
Banes me qira Bregu i Diellit 250€,Prishtine,2,70m 2,250 €,20/06/2020
Leshohet banesa me qira ne bregun e diellit,Prishtine,2,65m 2,200 €,20/06/2020
Leshohet banesa me qira ne Bregun e Diellit te banesat e Standardit,Prishtine,2,60m 2,220 €,20/06/2020
leshohet banesa me qera ne dardani,Prishtine,2,65m 2,250 €,20/06/2020
"Banesë me qira në Bregun e Diellit, afer sh.f Ismail Qemali.📍",Prishtine,3,100m 2,300 €,20/06/2020
Banesë me qira përballë Sante-s📍,Prishtine,3,85m 2,380 €,20/06/2020
"Ofrohet banesa me qira te ""4 llullat"" !DELTA",Prishtine,3,72m 2,300 €,19/06/2020
Ofrohet banesa me qira ne Qender te Prishtines !DELTA,Prishtine,2,65m 2,350 €,19/06/2020
Banes me qira ne Arberi per Nderkombtar !DELTA,Prishtine,3,96m 2,550 €,19/06/2020
Ofrohet banesa me qira te Qafa !DELTA,Prishtine,3,85m 2,350 €,19/06/2020
"Banese me qera ne lagjen Bregu i Diellit, banesat e Standardit#1833",Prishtine,2,42m 2,220 €,19/06/2020
"Banese per qira, Mati 1",Prishtine,4,97m 2,300 €,19/06/2020
Banese-garsonjere me Qira te sheshi swiss diamond,Prishtine,1,35m 2,200 €,19/06/2020
Banesa me qira per zyre,Prishtine,2,0m 2,500 €,19/06/2020
Ofrohet #banesa me qira ne Qender (prapa Teatrit Kombtar) !DELTA,Prishtine,3,74m 2,300 €,19/06/2020
Ofrohet banesa e tipit Garsonjere me qira me siperfaqe 40m2 Banesa gjendet ne lagjen e Muhaxherëve !DELTA,Prishtine,200,1m 2,200 €,19/06/2020
Lëshohet banesa me qira në Mati 1 afër Restaurant *Loriano* !DELTA,Prishtine,3,85m 2,350 €,19/06/2020
Banese me qera ne Lagjen Kalabria (Emshir) pran ROOF Caffe#1838,Prishtine,2,63m 2,250 €,19/06/2020
"Banese me qera ne Lagjen Lakrishte, prapa Procredit Bank #1776",Prishtine,2,74m 2,280 €,19/06/2020
"Banese me qera| Zyre ne lagjen Aktash, Kompleksi PIKA, rruga Gazmend Zajmi #1804",Prishtine,3,97m 2,450 €,19/06/2020
Banesë me qira ne Veterrnik,Prishtine,2,90m 2,220 €,19/06/2020
ipet banesa me qera ne drenas,Drenas,2,75m 2,150 €,18/06/2020
Banesa 70m2 me qira ne Arberi Rozi,Prishtine,1,70m 2,350 €,18/06/2020
Ofrohet banesa/garsonjere 40m2 me qira ne Qender !DELTA,Prishtine,1,40m 2,200 €,18/06/2020
Ofrohet #banesa me qira ne Qender (prapa Teatrit Kombtar) !DELTA,Prishtine,2,65m 2,250 €,18/06/2020
A811 Kat shtepie me qira te Parku i Qytetit,Prishtine,2,65m 2,200 €,18/06/2020
A273 Banese me qira ne Lagjen e Muhaxherve,Prishtine,2,61m 2,250 €,18/06/2020
B812 Banese me qira ne Bregun e Diellit,Prishtine,2,65m 2,220 €,18/06/2020
A883 Banese me qira ne Ulpiane,Prishtine,1,40m 2,180 €,18/06/2020
B813 Banese me qira te Mati 1,Prishtine,3,85m 2,250 €,18/06/2020
B814 Banese me qira ne Ulpiane te Fontana,Prishtine,2,57m 2,250 €,18/06/2020
B815 Banese me qira ne Bregun e Diellit,Prishtine,2,66m 2,250 €,18/06/2020
B816 Banese me qira te Rruga C - 200 Euro,Prishtine,2,65m 2,200 €,18/06/2020
"Banese me qera ne lagjen Ulpiana, prane mbi kalimit #1811",Prishtine,2,40m 2,240 €,18/06/2020
Banesë me qira në Dardani (3dh.gjumi)📍,Prishtine,5,110m 2,500 €,18/06/2020
Banesë me qira në Lakrisht te kompleksi Beni Dona📍,Prishtine,3,80m 2,300 €,18/06/2020
"Banese me qera ne lagjen Pejton, prane Sach Caffe #1824",Prishtine,2,65m 2,320 €,18/06/2020
"Banese me qera ne lagjen Qender, prane Swiss Diamond #1821",Prishtine,1,45m 2,200 €,18/06/2020
"Banese me qera ne lagjen Ulpiana, prapa AAK-se #1807",Prishtine,1,45m 2,200 €,18/06/2020
"Banese me qera ne Lagjen Arberia (Dragodan), prane Komunes se Re #1842",Prishtine,1,41m 2,200 €,18/06/2020
"Banese me qira ne Arbëri,Prishtinë",Prishtine,4,120m 2,600 €,18/06/2020
Banes me qira ne Tok bashqe,Prishtine,1,75m 2,150 €,18/06/2020
Banes me qera ne Lagje te Muhagjereve,Prishtine,1,1m 2,200 €,18/06/2020
Banes me qira ne Mati 1_2+1,Prishtine,2,86m 2,300 €,18/06/2020
Banes me qira ne Lagje te Muhaxhereve_ moderne,Prishtine,1,65m 2,260 €,18/06/2020
Banes me qira ne Breg te Diellit_mobiluar Extra,Prishtine,1,65m 2,220 €,18/06/2020
B753 Banese me qira ne Dardani,Prishtine,2,67m 2,330 €,18/06/2020
B320 Garsonjere me qira ne Shesh afer Swisit,Prishtine,2,40m 2,200 €,18/06/2020
B797 Banese - PENTHOUSE me qira ne Bregun e Diellit,Prishtine,3,175m 2,500 €,18/06/2020
B798 PENTHOUSE me qira te QAFA,Prishtine,3,100m 2,900 €,18/06/2020
B303 Banese me qira ne Lakrishte,Prishtine,3,85m 2,300 €,18/06/2020
B806 Banese me qira ne Aktash,Prishtine,3,85m 2,500 €,18/06/2020
B803 Banese me qira ne Bregun e Diellit,Prishtine,2,65m 2,170 €,18/06/2020
B796 Banese me qira te Rruga B,Prishtine,3,78m 2,400 €,18/06/2020
B804 Banese me qira te Rruga B mrapa maxi 24H,Prishtine,2,60m 2,250 €,18/06/2020
B805 Banese me qira ne Arberi Dragodan,Prishtine,3,70m 2,300 €,18/06/2020
B533 Banese me qira te Sllovenia Sportit,Prishtine,3,78m 2,300 €,18/06/2020
A295 Banese me qira ne Aktash,Prishtine,3,89m 2,350 €,18/06/2020
Leshohet banesa me qera te parku i qytetit,Prishtine,2,50m 2,250 €,17/06/2020
"Banese me qera ne Lagjen Qender, prapa Hotel Sirius #1790",Prishtine,3,70m 2,300 €,17/06/2020
"Banese me qera ne lagjen Bregu i Diellit, prapa Furres Qerimi 2 #1816",Prishtine,2,54m 2,220 €,17/06/2020
Kat Shtepie 110m2 me qira te Muhaxheret Rozi,Prishtine,3,110m 2,350 €,17/06/2020
"Banesë me qira në Emshir-Kalabri, tek roof📍",Prishtine,2,60m 2,250 €,17/06/2020
"Banesë me qira në Qender, ne objektin e Ramiz Sadikut📍",Prishtine,2,70m 2,330 €,17/06/2020
"Banesë me qira tek Mati 1, tek Super Viva📍",Prishtine,2,70m 2,260 €,17/06/2020
"Banesë me qira në Emshir-Kalabri, tek gjell.NAZI📍",Prishtine,3,90m 2,280 €,17/06/2020
"Banesë me qira në rrugën Prishtinë-Fushë Kosovë, në ndërtesën e Semitronix.📍",Fushe Kosove,3,88m 2,300 €,17/06/2020
Banese me qira,Prishtine,1,70m 2,250 €,17/06/2020
Banesë me qira,Prishtine,2,100m 2,900 €,17/06/2020
Penthouse me qira,Prishtine,2,175m 2,500 €,17/06/2020
"Zyre me Qira Prishtin- Qender ""M1""",Prishtine,4,90m 2,550 €,17/06/2020
"Banese me qera ne Lagjen e Muhaxhereve, prane Hotel Afa #1796",Prishtine,2,65m 2,260 €,16/06/2020
Banese me qera ne lagjen Kalabria ( Emshir ) Kompleksi Riera #1806,Prishtine,3,87m 2,250 €,16/06/2020
Banese me qira ne Dardani nga 1 Korrik,Prishtine,2,60m 2,250 €,16/06/2020
Leshohet Banesa ne lagjen e muhaxherve,Prishtine,1,66m 2,230 €,16/06/2020
B801 Banese me qira mrapa Teatrit,Prishtine,2,250m 2,250 €,16/06/2020
B800 Banese me qira te Mati 1,Prishtine,3,75m 2,250 €,16/06/2020
B797 Banese me qira ne Tophane,Prishtine,2,50m 2,200 €,16/06/2020
B795 Banese me qira ne Aktash,Prishtine,4,84m 2,300 €,16/06/2020
B796 Banese me qira te Rruga B,Prishtine,2,65m 2,400 €,16/06/2020
"Banese me qira afer Qendres, mbrapa Hotel ""Sirius""",Prishtine,2,70m 2,250 €,16/06/2020
"Banesë me qira në Pejton, përballë ambasadës Norvegjeze",Prishtine,3,93m 2,400 €,16/06/2020
"Banese me qira ne rrugen ""B"" ndertim i ""Royall""",Prishtine,2,65m 2,320 €,16/06/2020
"Banese me qira ne qender te kinemaja ""ABC""",Prishtine,2,50m 2,300 €,16/06/2020
"Banesë me qira në Arbëri-Dragodan, përball ambasades Amerikane📍",Prishtine,2,67m 2,250 €,16/06/2020
"Banesë me qira tek Mati 1, shk.fill.Pavarsia📍",Prishtine,5,50m 2,200 €,16/06/2020
"Banesa me qira tek Muhaxheret, perball kulles se Muhaxhereve📍",Prishtine,2,70m 2,220 €,16/06/2020
Garsonjerk me qira Breg Diellit,Prishtine,1,30m 2,160 €,16/06/2020
Banes me qira ne Fushe Kosove,Fushe Kosove,2,95m 2,200 €,16/06/2020
Banes me qira ne Ulpian,Prishtine,1,45m 2,220 €,16/06/2020
Ofrohet me qira banesa ne Qender te Parku i Qytetit !DELTA,Prishtine,3,65m 2,300 €,15/06/2020
"Banese per qira, Lagja e Muhaxhereve",Prishtine,4,97m 2,400 €,15/06/2020
Banesë me qira,Prishtine,2,75m 2,300 €,15/06/2020
Lëshohet me qera banesa në lagjen Arbëria (banesat e Tregtisë),Prishtine,2,0m 2,350 €,15/06/2020
"Banese me qera ne lagjen Bregu i Diellit, prane Shtepise se Shendetit#1830",Prishtine,3,62m 2,250 €,15/06/2020
"Banese me qera ne lagjen Tophane, afer shkolles Meto Bajraktari #1828",Prishtine,3,64m 2,250 €,15/06/2020
B691 Banese me qira ne Lagjen e Muhaxherve,Prishtine,3,85m 2,300 €,15/06/2020
LËSHOHET BANESA ME QERA NË RRUGËN B PRAPA ROYAL MALL!,Prishtine,2,62m 2,300 €,15/06/2020
(QIRA) BANESË me Garazhë në Arbëri ish Dragodan,Prishtine,3,86m 2,350 €,15/06/2020
(QIRA) BANESË me Garazhë në Qendër të Siriusi,Prishtine,3,70m 2,270 €,15/06/2020
"Banes me qera ne Lagjen Ulpiana, prapa AAK-se #1799",Prishtine,1,32m 2,200 €,15/06/2020
"Banes me qera ne lagjen Dardania ,prane Postes se madhe #1802",Prishtine,4,95m 2,350 €,15/06/2020
Banese me qera ne lagjen Kalabria ( Emshir ) Kompleksi Riera #1806,Prishtine,3,87m 2,250 €,15/06/2020
"Banese me qera ne lagjen Kalabria (Emshir), kompleksi Riera #1813",Prishtine,3,90m 2,300 €,15/06/2020
Leshohet banesa me Qira ne Bregun e Diellit,Prishtine,1,52m 2,200 €,15/06/2020
lagjen e Muhaxherëve përballë Five Star,Prishtine,1,6m 2,240 €,15/06/2020
"Banesë me qira tek Qafa, mrapa kafeve te vogla📍",Prishtine,2,50m 2,200 €,15/06/2020
banes me qera ne sheshin Nena Tereze,Prishtine,2,0m 2,"1,200 €",14/06/2020
"Banesë me qira në rrugen B, tek LORIANO📍",Prishtine,2,60m 2,350 €,14/06/2020
"Banesë me qira në Emshir-Kalabri, tek roof📍",Prishtine,2,60m 2,250 €,14/06/2020
"Banesë me qira në Emshir-Kalabri, objekti i LESNA-s📍",Prishtine,3,90m 2,300 €,14/06/2020
"Banesë me qira në Arbëri-Dragodan, përballë Ambasades Austriake📍",Prishtine,3,100m 2,300 €,14/06/2020
Kat shtepie (sistem banesor) me qira në Bregun e Diellitt📍,Prishtine,2,60m 2,280 €,14/06/2020
Banese me qira ne Ulpiane📍,Prishtine,2,40m 2,200 €,14/06/2020
banesa me qira,Prishtine,2,0m 2,300 €,14/06/2020
"Banesë me qira në Lagjen e Spitalit, tek super viva📍",Prishtine,2,60m 2,200 €,14/06/2020
B802 Banese me qira ne Tokebashqe,Prishtine,2,65m 2,300 €,13/06/2020
Banes me qira Mati l 2+1 250€,Prishtine,3,0m 2,250 €,13/06/2020
Banes me qira ne Lagjen e Muhaxherve 3+1 300€,Prishtine,4,0m 2,300 €,13/06/2020
Leshoj banes me qera,Prishtine,2,66m 2,200 €,13/06/2020
Leshoj me qera banesen ne lagjen Dardania ne Prishtine.,Prishtine,3,50m 2,300 €,13/06/2020
B792 Banese me qira ne Arberi Dragodan,Prishtine,3,104m 2,300 €,13/06/2020
A740 Banese me qira te Mati 1,Prishtine,3,87m 2,270 €,13/06/2020
B676 Banese me qira ne Lakrishte,Prishtine,3,95m 2,300 €,13/06/2020
B357 Banese me qira ne Dardani,Prishtine,3,70m 2,300 €,13/06/2020
A833 Banese me qira te Rruga C,Prishtine,3,87m 2,300 €,13/06/2020
A453 Banese me qira ne Ulpiane,Prishtine,4,100m 2,450 €,13/06/2020
B793 Banese me qira mrapa Teatrit Kombetar,Prishtine,3,80m 2,400 €,13/06/2020
A96 Banese me qira ne Dardani,Prishtine,2,67m 2,280 €,13/06/2020
B140 Banese me qira ne Aktash,Prishtine,1,40m 2,250 €,13/06/2020
B794 Banese me qira ne Ulpiane,Prishtine,30,30m 2,160 €,13/06/2020
"Banesa me qera ne Matin1, 250 euro",Prishtine,3,85m 2,250 €,13/06/2020
Banes me qira ne Lakrishte te Banesat e Shqipris !DELTA,Prishtine,2,53m 2,250 €,12/06/2020
Ofrohet banesa me qira ne lagjen Ulpiana afer Restaurant Symphony !DELTA,Prishtine,4,120m 2,450 €,12/06/2020
Zyre per qellime afariste me qira ne Qender te Prishtines !DELTA,Prishtine,3,65m 2,400 €,12/06/2020
Ofrohet banesa me qira ne Arbéri !DELTA,Prishtine,3,104m 2,300 €,12/06/2020
B72 Banese me qira ne Dardani,Prishtine,2,56m 2,210 €,12/06/2020
B358 Banese me qira ne Qender te Sllovenia e Sportit,Prishtine,3,70m 2,300 €,12/06/2020
B373 Garsonjere me qira ne Dardani,Prishtine,1,30m 2,200 €,12/06/2020
B677 Banese me qira ne Ulpiane,Prishtine,3,75m 2,300 €,12/06/2020
B786 Banese me qira ne Qender te Sllovenia Sportit,Prishtine,4,100m 2,400 €,12/06/2020
B787 Banese me qira ne Qender perball 92 shit,Prishtine,3,75m 2,500 €,12/06/2020
A540 Banese me qira te Parku i Qytetit,Prishtine,2,50m 2,200 €,12/06/2020
A902 Banese me qira ne Lakrishte,Prishtine,3,87m 2,300 €,12/06/2020
B398 Banese me qira ne Lagjen e Muhaxherve,Prishtine,2,70m 2,250 €,12/06/2020
B788 Banese me qira ne Kalabri Emshir,Prishtine,2,65m 2,250 €,12/06/2020
B789 Banese me qira ne Ulpiane,Prishtine,3,78m 2,280 €,12/06/2020
A219 Banese me qira ne Bregun e Diellit,Prishtine,2,60m 2,200 €,12/06/2020
A740 Banese me qira te Mati 1,Prishtine,3,85m 2,270 €,12/06/2020
B791 Banese me qira ne Kalabri Emshir,Prishtine,2,65m 2,250 €,12/06/2020
"Banese me qera ne Lagjen Arberia (Dragodan), prane Komunes se Re #1793",Prishtine,2,50m 2,220 €,12/06/2020
"Banese me qera ne lagjen Bregu i Diellit, prane Shkolles Ismail Qemali #1817",Prishtine,2,70m 2,250 €,12/06/2020
