title,region,number_of_rooms,quadrat,price,date
"Banese me qera ne lagjen Mati 1, prane Shkolles Pavaresia #1819",Prishtine,3,85m 2,300 €,12/06/2020
Gasoniere me qira ne Ulpijanë,Prishtine,1,35m 2,200 €,12/06/2020
"Banese me qera ne lagjen Aktash, mbi Viva Fresh #1827",Prishtine,3,98m 2,250 €,12/06/2020
"Banese me qera ne lagjen Qender, perballe Stacionit Policior #1825",Prishtine,3,80m 2,500 €,12/06/2020
"Banes me qera ne lagjen Bregu i Diellit, afer Shtepis se Shendetit #1798",Prishtine,1,34m 2,180 €,12/06/2020
"Banese me qera ne lagjen Arberia ( Dragodan ), banesat e Tregtise #1826",Prishtine,3,85m 2,430 €,12/06/2020
"Banes me qira te Grandi, e pershtatshme edhe per zyre !DELTA",Prishtine,2,52m 2,350 €,11/06/2020
Banes me qira ne Dardani te SachCaffe- !DELTA,Prishtine,2,65m 2,320 €,11/06/2020
Banes moderne me Qira në Qendër të Prishtinës !DELTA,Prishtine,2,69m 2,500 €,11/06/2020
Ofrohet Banesa me qira afer Rruges B afer Meridianit !DELTA,Prishtine,2,80m 2,350 €,11/06/2020
Ofrohet Penthouse me qira ne Lagjen Bregu i Diellit !DELTA,Prishtine,3,175m 2,500 €,11/06/2020
Banesa 85m2 me qira te Mati 1 Rozi,Prishtine,2,85m 2,500 €,11/06/2020
Banes me qira Mati l 1+1 230€,Prishtine,2,60m 2,230 €,11/06/2020
Banese me qira,Prishtine,4,97m 2,500 €,11/06/2020
Banese me qira,Prishtine,2,90m 2,300 €,11/06/2020
Banes me qira ne mat 1,Prishtine,2,0m 2,280 €,11/06/2020
"Banese me qera ne Lagjen Qender, prane Matisse, #1791",Prishtine,2,60m 2,330 €,11/06/2020
"Banese me qera ne Lagjen Arberia (Dragodan), perballe Meridian Express-it",Prishtine,3,78m 2,350 €,11/06/2020
"Banese me qera ne Lagjen Ulpiana, afer Interex-it #1785",Prishtine,2,48m 2,270 €,11/06/2020
"Banese me qera ne Lagjen Arberia (Dragodan), prane Komunes se Re #1792",Prishtine,2,70m 2,350 €,11/06/2020
"Banesë me qira në Emshir-Kalabri, tek roof📍",Prishtine,2,60m 2,250 €,11/06/2020
"Banese me qera ne lagjen Aktash, prane Menzes se Studenteve#1832",Prishtine,3,85m 2,300 €,11/06/2020
Ofrohet me qira banesa 70m2 tek Qafa-DELTA,Prishtine,2,70m 2,350 €,11/06/2020
"Banesë me qira në Arbëri-Dragodan, Kompleksi Tregtia A3📍",Prishtine,3,85m 2,430 €,11/06/2020
Banesë me qira te parku i qytetit📍,Prishtine,2,70m 2,250 €,11/06/2020
"PENTHOUSE me qira tek Mati 1, Objekti LIN-PROJKET📍",Prishtine,5,280m 2,"1,100 €",11/06/2020
Banese me qira ne Ulpiane📍,Prishtine,2,40m 2,200 €,11/06/2020
Banesë me qira ne Lakrishte📍,Prishtine,3,80m 2,300 €,11/06/2020
Banese komode 60m2 me qira ne Arberi!DELTA,Prishtine,2,60m 2,320 €,10/06/2020
Banese me qira 60m2 tek Parku i qytetit!DELTA,Prishtine,2,60m 2,250 €,10/06/2020
Leshohet banesa me qera ne lagjen Emshir(tek banesat e reja te Nartelit afer banesave te Pozhegut).,Prishtine,2,60m 2,250 €,10/06/2020
B780 Banese me qira ne Aktash per ZYRE te PIKA,Prishtine,3,97m 2,450 €,10/06/2020
A999 Banese me qira te Sllovenia Sportit,Prishtine,3,87m 2,300 €,10/06/2020
B785 Banese me qira ne Ulpiane,Prishtine,3,80m 2,300 €,10/06/2020
B783 Banese me qira ne Qender te Hotel Siriusi,Prishtine,2,55m 2,200 €,10/06/2020
B783 Banese me qira ne Ulpiane te Fontana,Prishtine,2,65m 2,250 €,10/06/2020
A174 Banese me qira ne Arberi Dragodan,Prishtine,4,98m 2,350 €,10/06/2020
B782 Banese me qira ne Arberi - Dragodan,Prishtine,2,65m 2,300 €,10/06/2020
B784 Banese me qira ne Fushe Kosove te Semitronixi,Prishtine,3,87m 2,250 €,10/06/2020
B790 Banese me qira ne Pejton perball Santes,Prishtine,2,65m 2,330 €,10/06/2020
Banese me qira per zyre ne Ulpiane perballe Aleances,Prishtine,3,75m 2,350 €,10/06/2020
"Banese me qira ne kompleksin e ""PrimeGroup""",Prishtine,3,93m 2,600 €,10/06/2020
"Banes me qera ne Lagjen Mati 1, prane Shkolles Pavaresia #1695",Prishtine,3,80m 2,300 €,10/06/2020
"Banese me qera ne Lagjen Mati 1, prapa Royal Mall #1770",Prishtine,3,75m 2,300 €,10/06/2020
"Banese me qera ne lagjen Bregu i Diellit, prapa Furres Qerimi 2 #1816",Prishtine,2,54m 2,220 €,10/06/2020
"Banesë me qira 2 +1 ne Prishtine ""M1""",Prishtine,3,80m 2,300 €,10/06/2020
"Banesë me qira 2+1 ne Prishtine - Aktash ""M1""",Prishtine,3,0m 2,300 €,10/06/2020
"Banesë me qira 2+1 ne Prishtine - Emshir ""M1""",Prishtine,3,85m 2,250 €,10/06/2020
Banesë 80m2 me qira në Ulpianë.,Prishtine,2,80m 2,360 €,09/06/2020
banesa me qera ne lagjen e spitalit,Prishtine,1,0m 2,220 €,09/06/2020
Ofrohet #banesa me qira ne Qender (mrapa Teatrit Kombtarë),Prishtine,2,65m 2,250 €,09/06/2020
Zyre\Banes me qira Mati l 600€,Prishtine,4,0m 2,600 €,09/06/2020
Banes me qira Qender 2+1 280€,Prishtine,3,0m 2,280 €,09/06/2020
"Ofrohet me qira banesa komode ne qender tek ""4 llullat"" !DELTA",Prishtine,3,80m 2,250 €,09/06/2020
"Banes me qera ne Lagjen Mati 1, prane Shkolles Pavaresia #1695",Prishtine,3,80m 2,300 €,09/06/2020
Ofrohet banesa me qira ne Qender (mrapa Teatrit Kombtar) !DELTA,Prishtine,2,45m 2,250 €,09/06/2020
"Banese me qera ne Lagjen Arberia (Dragodan), prane Komunes se Re #1793",Prishtine,2,50m 2,220 €,09/06/2020
Banesë me qira ne Emshir te EXDC,Prishtine,1,62m 2,270 €,09/06/2020
Banesa me qira ne Emshir,Prishtine,1,50m 2,210 €,09/06/2020
Banesë me qira ne breg te Diellit,Prishtine,2,70m 2,220 €,09/06/2020
Banes me qira Bregu i Diellit 180€,Prishtine,2,0m 2,180 €,09/06/2020
Banese me qera ne ULPIANE_200,Prishtine,1,30m 2,200 €,09/06/2020
Banese moderne me qira ne Breg te Diellit,Prishtine,1,68m 2,230 €,09/06/2020
Banes me qira ne Tokbashqe_2+1,Prishtine,2,77m 2,300 €,09/06/2020
Ofrohet me qira banesa 48m2 ne Mati 1 - DELTA,Prishtine,1,48m 2,250 €,09/06/2020
Ofrohet me qira banesa 76m2 ne Mati 1-DELTA,Prishtine,2,76m 2,250 €,09/06/2020
Ofrohet me qira banesa 115m2 ne Kalabri-DELTA,Prishtine,3,115m 2,330 €,09/06/2020
Ofrohet me qira banesa 85m2 ne Mati 1- DELTA,Prishtine,2,85m 2,500 €,09/06/2020
Banes me qira Dragodan 2+1 320€,Prishtine,3,0m 2,320 €,08/06/2020
B780 Banese me qira ne Kalabri Emshir,Prishtine,4,115m 2,330 €,08/06/2020
B778 Banese me qira ne Lakrishte,Prishtine,3,78m 2,250 €,08/06/2020
B774 Banese me qira te 4 Llullat,Prishtine,2,65m 2,250 €,08/06/2020
B775 Banese me qira afer Sami Frasherit,Prishtine,2,50m 2,200 €,08/06/2020
B777 Banese me qira te Parku i Qytetit,Prishtine,3,150m 2,400 €,08/06/2020
B776 Banese me qira te Rruga C,Prishtine,3,87m 2,500 €,08/06/2020
B781 Banese me qira ne Aktash te PIKA,Prishtine,2,45m 2,300 €,08/06/2020
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Komunes se Re #1694",Prishtine,2,60m 2,300 €,08/06/2020
"Banese\Shtepi me qera ne Lagjen Qender, prane Hotel Grandit #1795",Prishtine,2,65m 2,270 €,08/06/2020
"Banese me qera ne lagjen Aktash, Kompleksi PIKA, rru. Gazmend Zajmi #1808",Prishtine,2,45m 2,300 €,08/06/2020
Ofrohet për #QIRA banesë 60m² te Santea në Bulevardin Bill Klinton,Prishtine,2,60m 2,250 €,08/06/2020
Banesë me dy dhoma gjumi me qira në lagjen Aktash,Prishtine,3,80m 2,500 €,08/06/2020
Banes me qira per Zyre te Qafa,Prishtine,3,0m 2,250 €,08/06/2020
Banese me qira,Prishtine,4,100m 2,350 €,08/06/2020
"Banese me qera ne Lagjen Mati 1, prapa Royal Mall #1769",Prishtine,2,60m 2,250 €,08/06/2020
"Banese\Kat Shtepie me qera ne Lagjen Tophane, prane Shkolles Meto Bajraktari #1782",Prishtine,2,75m 2,240 €,08/06/2020
Banese me qira,Prishtine,3,80m 2,200 €,06/06/2020
Banes me qira te qafa (sistem banesor) !DELTA,Prishtine,2,65m 2,200 €,06/06/2020
Banes e kendshme me qira ne Ulpiane !DELTA,Prishtine,2,55m 2,250 €,06/06/2020
Gasoniere me qira ne Ulpijanë,Prishtine,1,30m 2,150 €,06/06/2020
B773 Banese me qira ne Kalabri Emshir,Prishtine,3,87m 2,300 €,06/06/2020
B770 Banese me qira te Rruga B per ZYRE,Prishtine,2,65m 2,250 €,06/06/2020
B767 Banese me qira te Parku i Qytetit,Prishtine,2,65m 2,250 €,06/06/2020
B760 Leshohen 3 banese me qira ne SHESH per ZYRE,Prishtine,3,78m 2,450 €,06/06/2020
B766 Banese me qira ne Kalabri Emshir,Prishtine,3,87m 2,280 €,06/06/2020
B760 Banese me qira ne Ulpiane,Prishtine,2,65m 2,250 €,06/06/2020
B771 Banese me qira ne Qender per ZYRE,Prishtine,4,111m 2,600 €,06/06/2020
B128 Banese me qira ne Ulpiane te Hotel Baci,Prishtine,2,45m 2,240 €,06/06/2020
B765 Banese me qira ne Lagjen e Muhaxherve,Prishtine,4,115m 2,350 €,06/06/2020
A91 Banese me qira ne Arberi Dragodan,Prishtine,3,85m 2,430 €,06/06/2020
B324 Banese me qira ne Lakrishte,Prishtine,2,55m 2,240 €,06/06/2020
B763 Banese me qira ne Ulpiane,Prishtine,2,55m 2,250 €,06/06/2020
B441 Banese me qira ne Tophane,Prishtine,2,65m 2,250 €,06/06/2020
B762 Banese me qira ne Arberi Dragodan,Prishtine,3,94m 2,250 €,06/06/2020
B255 Banese me qira ne Qender te Siriusi,Prishtine,1,34m 2,200 €,06/06/2020
B182 Banese me qira ne Veternik te LINDA PREMIUM,Prishtine,3,75m 2,300 €,06/06/2020
"B572 Banese me qira te 4 Llullat, mrapa Teatrit",Prishtine,3,75m 2,250 €,06/06/2020
A439 Banese me qira ne Ulpiane,Prishtine,2,54m 2,250 €,06/06/2020
B768 Banese me qira ne Arberi Dragodan pa mobile,Prishtine,4,111m 2,320 €,06/06/2020
B178 Banese me qira mrapa ROYALIT te RRUGA B,Prishtine,2,65m 2,220 €,05/06/2020
"Banese me qera ne Lagjen Qender, prapa Swiss Diamond #1767",Prishtine,2,55m 2,270 €,05/06/2020
"Banes me qera ne Lagjen Ulpiana, prapa AAK-se #1765",Prishtine,2,40m 2,200 €,05/06/2020
B764 Garsonjere me qira ne Bregun e Diellit,Prishtine,1,45m 2,170 €,05/06/2020
leshohet me qera banesa te Bregu i Diellit,Prishtine,1,59m 2,200 €,05/06/2020
Banesë me qira ne Ulpijanë,Prishtine,2,70m 2,250 €,05/06/2020
"Banese me qera ne lagjen Ulpiana, prapa AAK-se #1807",Prishtine,2,45m 2,200 €,05/06/2020
Leshoj banes me qera,Prishtine,2,55m 2,250 €,05/06/2020
Banese per qira ne Lagjen Aktash,Prishtine,3,100m 2,400 €,04/06/2020
B761 Banese me qira te Mati 1,Prishtine,3,78m 2,300 €,04/06/2020
A764 Banese me qira ne Bregun e Diellit,Prishtine,2,70m 2,250 €,04/06/2020
B493 Banese me qira te Hotel Siriusi,Prishtine,2,65m 2,220 €,04/06/2020
B755 Banese me qira ne Kalabri Emshir,Prishtine,2,67m 2,250 €,04/06/2020
A458 Garsonjere me qira ne ne Ulpiane,Prishtine,1,40m 2,200 €,04/06/2020
A901 Banese me qira ne Bregun e Diellit,Prishtine,3,87m 2,250 €,04/06/2020
B225 Banese me qira ne Ulpiane afer fontanes,Prishtine,2,40m 2,180 €,04/06/2020
B757 Banese me qira ne Dardani,Prishtine,2,55m 2,230 €,04/06/2020
B749 Banese me qira te 4 Llullat,Prishtine,4,111m 2,370 €,04/06/2020
Banesa 62m2 me qira ne Qender Rozi,Prishtine,1,62m 2,250 €,04/06/2020
"Banese me qera ne Lagjen Qender, prapa Hotel Sirius #1790",Prishtine,3,70m 2,300 €,04/06/2020
"Banese me qera ne Lagjen Qender, prane Matisse, #1791",Prishtine,2,60m 2,330 €,04/06/2020
"Banese me qera ne Lagjen Arberia (Dragodan), prane Komunes se Re #1792",Prishtine,2,70m 2,350 €,04/06/2020
ipet banesa me qera breg diellit te shkolla fillore ilira 1 dhom gjumit 1 sallon 1 kuzhin komplet e mobilume 75m2 qmimi 200euro vetum rrymen keni me pagu 048255999 nuk punoji me ndermjetesim,Prishtine,48255999,75m 2,200 €,04/06/2020
ipet banesa me qera afer fakulltetit ilira banesa osht komplet e mobilume modern posedon sallon me kuzhin 1 dhom gjumit 1 ballkon te madh 1 banjo qmi,Prishtine,2,75m 2,250 €,04/06/2020
ipet banesa me qera breg deillit te banesat e bardha posedon 1 sallon edhe 1 kuzhin banesa osht kati 1 komplet e rrenuvuar qmim 160euro + depozit 048255999 nuk punoji me ndermjetesim,Prishtine,2,45m 2,160 €,04/06/2020
"Banes me qera ne Lagjen Ulpiana, prapa Ish Hotel Bacit #1764",Prishtine,2,45m 2,250 €,04/06/2020
Jap Banesen me Qira për Zyrë 75.00 m2 në Qendër,Prishtine,3,75m 2,350 €,03/06/2020
B47 Banese me qira ne Aktash,Prishtine,3,87m 2,350 €,03/06/2020
B760 Banese me qira ne Tophane,Prishtine,3,78m 2,250 €,03/06/2020
B759 Banese me qira te Mati 1,Prishtine,3,78m 2,250 €,03/06/2020
B758 Banese me qira te Mati 1 - L. Spitalit,Prishtine,2,58m 2,200 €,03/06/2020
A577 Banese me qira ne Velani,Prishtine,2,70m 2,200 €,03/06/2020
B325 Garsonjere me qira ne Ulpiane,Prishtine,4,115m 2,250 €,03/06/2020
B312 Banese me qira ne Ulpiane,Prishtine,2,50m 2,250 €,03/06/2020
B549 Banese me qira te Mati 1,Prishtine,3,94m 2,300 €,03/06/2020
Banes Penthouse me Qera te Parku i Qytetit #1750,Prishtine,3,75m 2,600 €,03/06/2020
"Banes me qera ne lagjen Ulpiana, afer Fontanes #1752",Prishtine,1,30m 2,180 €,03/06/2020
"Banes me Qera ne lagjen Arberia (Dragodan), objekti VIP Tregtia, mbi Cactus",Prishtine,2,50m 2,250 €,03/06/2020
Banesa jepet me qera dhe gjendet në lagjen Kalabria 📍,Prishtine,1,62m 2,200 €,03/06/2020
banesa me qera te Bregu i diellit,Prishtine,3,0m 2,300 €,03/06/2020
B485 Banese me qira te QAFA,Prishtine,2,59m 2,250 €,03/06/2020
B751 Banese me qira te Mati 1,Prishtine,3,84m 2,250 €,03/06/2020
B748 Banese me qira ne Dardani,Prishtine,2,65m 2,230 €,03/06/2020
B754 Banese me qira ne Kalabri Emshir,Prishtine,2,56m 2,250 €,03/06/2020
B171 Banese me qira ne Ulpiane,Prishtine,2,45m 2,220 €,03/06/2020
B750 Banese me qira te Rruga B - Pa mobile,Prishtine,3,95m 2,500 €,03/06/2020
B190 Banese me qira ne Aktash(Bregu i Diellit),Prishtine,3,89m 2,350 €,03/06/2020
A849 Banese me qira ne Aktash (Bregu i Diellit),Prishtine,3,87m 2,330 €,03/06/2020
B742 Banese me qira ne Bregun e Diellit,Prishtine,3,87m 2,300 €,03/06/2020
B748 Banese me qira ne Dardani,Prishtine,2,64m 2,230 €,03/06/2020
B467 Banese me qira te Rruga C,Prishtine,2,45m 2,230 €,03/06/2020
A362 Banese me qira ne Lagjen e Muhaxherve,Prishtine,3,78m 2,330 €,03/06/2020
A374 Banese me qira ne Arberi Dragodan,Prishtine,2,55m 2,230 €,03/06/2020
B358 Banese me qira te Sllovenia e Sportit,Prishtine,3,65m 2,300 €,03/06/2020
B746 Banese me qira te Mati 1,Prishtine,2,65m 2,250 €,03/06/2020
B756 Banese me qira te 4 Llullat,Prishtine,2,65m 2,220 €,03/06/2020
B119 Banese me qira ne Bregun,Prishtine,2,55m 2,220 €,03/06/2020
Banese 78m2 me qira ne qender te 4 llullat!DELTA,Prishtine,3,78m 2,300 €,02/06/2020
Banesa per qira,Prishtine,2,45m 2,200 €,02/06/2020
Banes me qira ( për zyre ose aktivitete tjera),Prishtine,2,70m 2,350 €,02/06/2020
Kerkojme 2 bashkbanuese,Prishtine,2,2m 2,50 €,02/06/2020
Banes me qira Uplian,Prishtine,2,0m 2,230 €,02/06/2020
"Leshohet banesa me qira ne Emshir, afer Nartelit",Prishtine,2,60m 2,250 €,02/06/2020
B743 Banese me qira ne Bregun e Diellit,Prishtine,3,87m 2,250 €,02/06/2020
BANESE ME QIRA TE MAT,Prishtine,1,25m 2,270 €,02/06/2020
Banese me qira te MATI afer VIVES - 250 EURO,Prishtine,1,30m 2,270 €,02/06/2020
B209 Banese me qira ne Bregun e Diellit,Prishtine,2,55m 2,200 €,02/06/2020
B744 Banese me qira ne Bregun e Diellit,Prishtine,3,111m 2,250 €,02/06/2020
B124 Banese me qira te Mati 1,Prishtine,3,87m 2,250 €,02/06/2020
A84 Banese me qira,Prishtine,2,65m 2,250 €,02/06/2020
B735 Banese me qira ne Bregun e Diellit,Prishtine,2,55m 2,500 €,02/06/2020
B287 Banese me qira ne Bregun e Diellit,Prishtine,2,55m 2,250 €,02/06/2020
B230 Garsonjere me qira ne Ulpiane,Prishtine,2,45m 2,200 €,02/06/2020
B738 Banese me qira ne Arberi Dragodan,Prishtine,2,70m 2,200 €,02/06/2020
B143 Banese me qira ne Dardani,Prishtine,3,78m 2,350 €,02/06/2020
A828 Banese me qira te Mati 1,Prishtine,3,78m 2,250 €,02/06/2020
A808 Banese me qira ne Dardani - 220 Euro,Prishtine,2,50m 2,220 €,02/06/2020
B745 Banese me qira ne Aktash,Prishtine,2,65m 2,250 €,02/06/2020
Banes me qira ne Bregun e Diellit te shkolla fillore Ismajl Qemajli !DELTA,Prishtine,2,59m 2,250 €,02/06/2020
"Banes me qera ne Lagjen Tophane, prane Restaurant Sofrabezi #1673",Prishtine,3,77m 2,400 €,02/06/2020
Banesa 92m2 me qira ne Aktash Rozi,Prishtine,2,92m 2,700 €,02/06/2020
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Five Star dhe Sach Caffe#1706",Prishtine,2,60m 2,280 €,02/06/2020
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Komunes se Re #1698",Prishtine,2,65m 2,300 €,02/06/2020
banesa me qira në lagjen Mati 1 te Rruga B mbrapa Royal Mall ~DELTA,Prishtine,3,100m 2,300 €,02/06/2020
JAP me QIRA Banesen KATI 1 - Prishtinë,Prishtine,3,90m 2,300 €,01/06/2020
Banes me qera ne prishti 55m2 2dhoma,Prishtine,2,55m 2,200 €,01/06/2020
Banesa 115m2 me qira ne Qender Rozi,Prishtine,3,115m 2,550 €,01/06/2020
Leshohet banesa me qera 2dhomeshe ne Dardani,Prishtine,2,85m 2,300 €,01/06/2020
Banes me qira te Parku Qytetit 230€,Prishtine,2,0m 2,230 €,01/06/2020
"Banes me qera ne Lagjen Ulpiana, afer AAK-se #1739",Prishtine,2,40m 2,200 €,01/06/2020
"Banes me qera ne Lagjen Ulpiana, te Fontana #1744",Prishtine,1,25m 2,180 €,01/06/2020
"Banese me qera ne Lagjen Qender, prapa TEB Bankes #1779",Prishtine,2,50m 2,220 €,01/06/2020
"Banese me qera ne Lagjen Mati 1, prane Viva Fresh #1787",Prishtine,1,30m 2,170 €,01/06/2020
"Banesë me qira 1+1 te S.Sportit ""M1""",Prishtine,2,50m 2,230 €,01/06/2020
Banese me qira,Prishtine,3,82m 2,170 €,01/06/2020
Banese me qira,Prishtine,3,82m 2,170 €,01/06/2020
Banese luksoze me qira ne Qender te Prishtines !DELTA,Prishtine,3,100m 2,350 €,01/06/2020
"Banesa e mobiluar për qira rruga ""Enver Maloku"" (Banesat e hirta, ndertim i vjeter) !DELTA",Prishtine,3,80m 2,300 €,01/06/2020
B737 Banese me qira ne Kalabri Emshir PA MOBILE,Prishtine,3,87m 2,200 €,31/05/2020
B730 Banese me qira ne Ulpiane,Prishtine,2,59m 2,220 €,31/05/2020
B732 Banese me qira ne Tophane,Prishtine,2,67m 2,330 €,31/05/2020
leshohet banesa me qira Banesa ne lagjen emshir,Prishtine,3,100m 2,300 €,31/05/2020
(QIRA) BANESË ne Bregun e Diellit të Standardi,Prishtine,2,50m 2,190 €,31/05/2020
B718 Banese me qira te 4 Llullat,Prishtine,2,65m 2,200 €,30/05/2020
BANESE ME QIRA MATI 1,Prishtine,2,50m 2,270 €,30/05/2020
B412 Garsonjere me qira te Qafa,Prishtine,1,40m 2,200 €,30/05/2020
Banesa,Prishtine,2,65m 2,250 €,30/05/2020
ipet banesa me qera komplet emobilume te bill klintoni 1 dhom gjumi 1 kuzhin 1 sallon 2 ballkoana 1 banjo posedon termoks qmim 250e plus,Prishtine,3,75m 2,250 €,30/05/2020
Leshoj banesen me qira Bregu DIellit afre rruges B,Prishtine,2,50m 2,230 €,30/05/2020
"Banesë me qira 2+1 ne Prishtine te Parku i Qytetit ""M1""",Prishtine,1,70m 2,250 €,30/05/2020
"Banesë me qira 2+1 ne Prishtine - Dardani ""M1""",Prishtine,3,70m 2,300 €,30/05/2020
"Banesë me qira 2+1 ne Prishtine - Lakrisht ""M1""",Prishtine,3,90m 2,300 €,30/05/2020
leshohet banesa me qira,Prishtine,1,40m 2,200 €,30/05/2020
Ofrohet banesa tipit garsonjere me qira te Qafa !DELTA,Prishtine,1,35m 2,200 €,29/05/2020
Ofrohet banesa me qira ne Bregun e Diellit !DELTA,Prishtine,2,65m 2,260 €,29/05/2020
Leshohet banesa me qera!,Prishtine,3,74m 2,250 €,29/05/2020
Banes me qera,Prishtine,2,89m 2,300 €,29/05/2020
Banes me qira ne lagjen Bregu i Diellit,Prishtine,2,50m 2,500 €,29/05/2020
Leshohet banesa me qera te Sllovenia Sportit,Prishtine,2,40m 2,200 €,29/05/2020
Banes me qira ne lagjen Bregu i Diellit 250 €,Prishtine,3,0m 2,250 €,29/05/2020
Leshohet banesa me qera!,Prishtine,3,74m 2,250 €,29/05/2020
Kat shtepije me qira Dragodan 200 €,Prishtine,4,110m 2,200 €,29/05/2020
"Ofrohet me qira banesa ne qender tek ""4 llullat""ne rrugen ""Bajram Kelmendi"" !DELTA",Prishtine,3,80m 2,280 €,29/05/2020
Ofrohet banesa me qira te Rruga B - (afer FiveStar Fitness) !DELTA,Prishtine,2,60m 2,320 €,29/05/2020
"Banesa me qira ne Qender te Sheshi ""Zahir Pajaziti"" !DELTA",Prishtine,1,43m 2,350 €,29/05/2020
Leshohet banesa me qera!,Prishtine,3,74m 2,250 €,29/05/2020
Ofrohet me qira banesa 50m2 ne Breg Diellit-DELTA,Prishtine,1,50m 2,500 €,29/05/2020
Banes me qera,Prishtine,1,55m 2,250 €,28/05/2020
Banesë me QIRA në Fushë Kosovë.,Fushe Kosove,3,62m 2,200 €,28/05/2020
Leshohet banesa me qera!,Prishtine,3,74m 2,250 €,28/05/2020
Apartament me qira Aktash,Prishtine,3,78m 2,350 €,28/05/2020
B187 Banese me qira ne Bregun e Diellit,Prishtine,2,67m 2,260 €,28/05/2020
B736 Banese me qira ne Ulpiane,Prishtine,2,65m 2,300 €,28/05/2020
leshoji banes me qera breg diellit te kafja soni hill 1 dhom gjumit 1 sallon me kuzhin 1 ballkon,Prishtine,2,70m 2,200 €,28/05/2020
B734 Kat shtepie me qira ne Vranjevc,Prishtine,3,82m 2,150 €,28/05/2020
Banese 60m2 me qira ne qender te 4 llullat!DELTA,Prishtine,2,60m 2,250 €,28/05/2020
B733 Banese me qira ne Kalabri Emshir,Prishtine,3,82m 2,280 €,28/05/2020
A84 Banese me qira te 4 Llullat,Prishtine,2,59m 2,250 €,28/05/2020
B723 Banese me qira ne Aktash,Prishtine,2,59m 2,250 €,28/05/2020
B122 Banese me qira te Hotel Siriusi,Prishtine,3,75m 2,300 €,28/05/2020
B729 Banese me qira ne Matiqan,Prishtine,2,65m 2,220 €,28/05/2020
B711 Banese me qira te 4 Llullat,Prishtine,3,87m 2,300 €,28/05/2020
B726 Banese me qira ne te 3 Sheshirat,Prishtine,2,45m 2,300 €,28/05/2020
B689 Banese me qira te Hotel siriusi,Prishtine,2,59m 2,220 €,28/05/2020
B248 Banese me qira te Rruga B - 700 euro,Prishtine,5,170m 2,700 €,28/05/2020
B727 Banese me qira ne Bregun e Diellit,Prishtine,2,70m 2,200 €,28/05/2020
B725 Banese me qira ne Bregun e Diellit,Prishtine,3,105m 2,300 €,28/05/2020
B731 Banese me qira ne Ulpiane te Moxarti,Prishtine,2,50m 2,200 €,28/05/2020
Banesë me 2 dhoma gjumi me qira te Qafa- Minimax Building,Prishtine,3,110m 2,"1,000 €",28/05/2020
Kerkojme banese me qira,Prishtine,2,0m 2,210 €,28/05/2020
Kërkoj bashkebanuese (cimere),Prishtine,2,0m 2,65 €,28/05/2020
