,title,region,number_of_rooms,quadrat,price,date,Neighborhood
28311,"Banes me qera ne Lagjen Tophane, prane Qebabtores Gjakova #831",Prishtine,2,65m 2,170 €,16/04/2018,Tophane
28312,Banes luksoze me Qira ne Mati 1 Rruga B (Dervisholli) 2+1,Prishtine,3,0m 2,800 €,16/04/2018,Ulpiana 1
28313,Banes luksoze me Qira ne Qender (3+1),Prishtine,4,0m 2,"1,000 €",16/04/2018,Qendra
28314,Banesë me Qera Kompleksi DAFINA - BREGU I DIELLIT,Prishtine,2,54m 2,200 €,15/04/2018,Kodra e Diellit
28315,Banesë me Qera Kompleksi DAFINA - BREGU I DIELLIT,Prishtine,2,54m 2,200 €,15/04/2018,Kodra e Diellit
28316,Kat Shtepie me qira ne L.Arberia(Dragodan) - 250 Euro,Prishtine,2,100m 2,250 €,15/04/2018,Arbëria (Dragodani)
28317,Kat Shtepie me Qira ne L.Arberia (Dragodan) - 250 Euro,Prishtine,2,100m 2,250 €,15/04/2018,Arbëria (Dragodani)
28318,"Banese me Qira te Qafa, kati i 1 -re ,PA MOBILE, e pershtatshme per Zyre",Prishtine,3,89m 2,250 €,15/04/2018,Qafa
28319,Banese me qira ne lagjen mat,Prishtine,2,65m 2,280 €,14/04/2018,Ulpiana 1
28320,Banes me Qira (Banim&Zyre) ne Qender te Sheshi 250 €,Prishtine,2,60m 2,250 €,14/04/2018,Qendra
28321,Banesë me Qira në Mati 1 afër Super Vivës e re 230 €,Prishtine,3,75m 2,230 €,14/04/2018,Ulpiana 1
28322,Banes me qira,Prishtine,3,80m 2,250 €,13/04/2018,
28323,URGJENTISHT KERKOJ BANES ME QERA ME DY DHOMA GJUMI,Prishtine,2,80m 2,300 €,13/04/2018,
28324,Leshohet banesa me qera ne Ulpianë,Prishtine,2,70m 2,250 €,13/04/2018,Ulpiana
28325,"Banese me qira ne lagjen ""Arberia"" afer ""Sach Caffe""",Prishtine,2,80m 2,350 €,13/04/2018,Arbëria (Dragodani)
28326,banes me qira ne rrugen muharrem fejza,Prishtine,2,92m 2,300 €,13/04/2018,Muharrem Fejza
28327,Banes luksoze me Qira ne Mati 1 Rruga B 500 €,Prishtine,3,0m 2,500 €,13/04/2018,Ulpiana 1
28328,BANESE ME QIRA NE ARBERI(ish dragodan),Prishtine,3,88m 2,450 €,12/04/2018,Arbëria (Dragodani)
28329,"Garosnjere me Qira ne Ulpiane, te Fontana - 180 Euro",Prishtine,1,25m 2,180 €,12/04/2018,Ulpiana
28330,"Banese me Qira ne Bregun e Diellit , te Fakulteti Teknik - 250 Euro",Prishtine,2,60m 2,250 €,12/04/2018,Kodra e Diellit
28331,Banese me qira,Prishtine,3,52m 2,250 €,12/04/2018,
28332,Banes me qera ne lagjen Dodona,Prishtine,1,60m 2,180 €,12/04/2018,Lagjja e Muhaxherëve
28333,Banes me qira ne Breg Diellit,Prishtine,1,60m 2,180 €,12/04/2018,Kodra e Diellit
28334,Banes me qira ne Breg diellit,Prishtine,2,70m 2,250 €,12/04/2018,Kodra e Diellit
28335,"Banese me Qira ne Shesh, me pamje nga Sheshi - per ZYRE 350 Euro",Prishtine,3,70m 2,350 €,12/04/2018,
28336,"Banese ekskluzive me qira ne lagjen ""Arberia""",Prishtine,4,100m 2,800 €,12/04/2018,Arbëria (Dragodani)
28337,"Banesë me qira në Dragodan (Arbëri), përballë konsullatës Ruse.",Prishtine,3,85m 2,300 €,12/04/2018,Arbëria (Dragodani)
28338,Ofrohet banesa 85m2 me qira ne Ulpiane !DELTA,Prishtine,2,85m 2,300 €,12/04/2018,Ulpiana
28339,Ofrohet banesa 55m2 me qira te Qafa !DELTA,Prishtine,1,55m 2,270 €,12/04/2018,Qafa
28340,Ofrohet banesa 70m2 me qira ne lagjjen e Spitalit !DELTA,Prishtine,2,70m 2,250 €,11/04/2018,Lagjen e Spitalit
28341,Ofrohet garsonierja 36m2 me qira ne lagjjen Bregu i DIellit !DELTA,Prishtine,1,36m 2,180 €,11/04/2018,Kodra e Diellit
28342,Leshoje banesen me qira,Prishtine,2,52m 2,0 €,11/04/2018,
28343,"Banese me Qira ne Bregun e Diellit , te banesat e bardha - 220 Euro",Prishtine,2,68m 2,220 €,11/04/2018,Kodra e Diellit
28344,"Banese me qira ne Dardani , te Santea - 200 Euro",Prishtine,2,60m 2,200 €,11/04/2018,Dardania
28345,Banese me qira ne L.Arberia(Dragodan) - te Ministria e Shendetesise - 250 Euro,Prishtine,3,92m 2,250 €,11/04/2018,Arbëria (Dragodani)
28346,"Banese me Qira ne Qender, mrapa Teatrit Kombetar - 300 Euro",Prishtine,3,75m 2,300 €,11/04/2018,Qendra
28347,"Banese me qira ne Fushe Kosove, ne Bresnje - 150 Euro",Prishtine,2,78m 2,150 €,11/04/2018,Fushe Kosove
28348,"Banes me qera ne Lagjen Dragodan, tek Meridian Express #817",Prishtine,3,95m 2,400 €,11/04/2018,Arbëria (Dragodani)
28349,"Banes me qera ne Lagjen Ulpiana, tek Fontana #821",Prishtine,2,60m 2,250 €,11/04/2018,Ulpiana
28350,"Banes me qera ne Lagjen Kalabria ( Emshir ), kompleksi Dardha#825",Prishtine,3,75m 2,320 €,11/04/2018,Dardania
28351,"Banes me qera ne Lagjen Qender, prapa Hotel Sirius#826",Prishtine,2,55m 2,250 €,11/04/2018,Qendra
28352,"Banes me qera ne Lagjen Mati 1, prane Shkolles Pavaresia#827",Prishtine,3,80m 2,270 €,11/04/2018,Ulpiana 1
28353,Lëshohet banesa me qera ne Qendër në Rr.Rexhep Luci,Prishtine,1,50m 2,350 €,11/04/2018,Qendra
28354,Ipet banesa me qira per zyre ne arberi ish-dragodan,Prishtine,3,75m 2,250 €,11/04/2018,Arbëria (Dragodani)
28355,Ipet banesa me qira ne lakrisht,Prishtine,3,65m 2,250 €,11/04/2018,Lakrishta
28356,Banes me Qira ne Dardani 270 €,Prishtine,3,98m 2,270 €,11/04/2018,Dardania
28357,Ipet banesa me qira ne qender per zyre,Prishtine,3,80m 2,350 €,10/04/2018,Qendra
28358,Ipet banesa me qira e pamobiluar ne lagjen e spitalit,Prishtine,2,64m 2,200 €,10/04/2018,Lagjen e Spitalit
28359,Leshoje Banesen me qira ne Breg Diellit te Banesat e Bardha 250€,Prishtine,2,70m 2,250 €,10/04/2018,Kodra e Diellit
28360,Banes me Qira ne Mati 1 te Princeshe,Prishtine,2,65m 2,200 €,10/04/2018,Ulpiana 1
28361,Banese me qira ne Qender te Katedralja,Prishtine,2,70m 2,300 €,10/04/2018,Qendra
28362,"Banes me qera ne Lagjen Ulpiana, tek Fontana #821",Prishtine,2,65m 2,250 €,10/04/2018,Ulpiana
28363,"Banes me qera ne Lagjen Tophane, prane Qebabtores Gjakova #823",Prishtine,3,85m 2,300 €,10/04/2018,Tophane
28364,Banes me qera ne Lagjen Arberia (Dragodan) prane Ambasades se Amerikes#824,Prishtine,3,80m 2,400 €,10/04/2018,Arbëria (Dragodani)
28365,"Kate shtepie me qera ne Lagjen Qender, te 4 llullat #804",Prishtine,3,80m 2,350 €,10/04/2018,Qendra
28366,"Banes me qera ne Lagjen Dragodan, prapa Komunes se Re #813",Prishtine,2,65m 2,350 €,10/04/2018,Arbëria (Dragodani)
28367,Ofrohet banesa 65m2 me qira te Muhaxheret !DELTA,Prishtine,1,65m 2,210 €,10/04/2018,Lagjja e Muhaxherëve
28368,Ofrohet banesa 76m2 me qira ne Mat 1 !DELTA,Prishtine,2,76m 2,480 €,09/04/2018,Ulpiana 1
28369,Ofrohet banesa 120m2 me qira ne Dardani !DELTA,Prishtine,3,120m 2,"1,500 €",09/04/2018,Dardania
28370,Ofrohet banesa 42m2 me qira te Siriusi !DELTA,Prishtine,1,42m 2,220 €,09/04/2018,Siriusi
28371,Ofrohet me qira banesa 44m2 ne Ulpiane!DELTA,Prishtine,1,44m 2,200 €,09/04/2018,Ulpiana
28372,Ofrohet me qira banesa 60m2 ne B.Diellit !DELTA,Prishtine,2,60m 2,250 €,09/04/2018,Kodra e Diellit
28373,"Banesë 100m2 me qira në Qendër, te MINI MAX.",Prishtine,3,100m 2,900 €,09/04/2018,Qendra
28374,"EXTRA Banese me Qira te Mati 1, te shkolla Pavaresia - 64 m2",Prishtine,2,64m 2,250 €,09/04/2018,Ulpiana 1
28375,"Banese me qira ne Lagjen e Muhaxherve, te Kulla e Muhaxherve - 300 Euro",Prishtine,3,83m 2,300 €,09/04/2018,Lagjja e Muhaxherëve
28376,"Banese me Qira ne Ulpiane, te Soliterat , e RENOVUAR - 450 Euro",Prishtine,3,56m 2,450 €,09/04/2018,Ulpiana
28377,"Banese me Qira te Mati 1, te Shkolla Pavaresia - 350 Euro",Prishtine,3,94m 2,350 €,09/04/2018,Ulpiana 1
28378,"Banese me Qira ne Bregun e Diellit, te Shkolla Fillore ""ILIRIA """,Prishtine,2,60m 2,240 €,09/04/2018,Kodra e Diellit
28379,"Banese me Qira te Mati 1, afer Furres Diti - 220 Euro",Prishtine,2,60m 2,220 €,09/04/2018,Ulpiana 1
28380,"Banese me Qira te Mati ,1 ndertim i Royalit - me Termokos",Prishtine,1,60m 2,300 €,09/04/2018,Ulpiana 1
28381,"EXTRA Banese me qira te Mati 1, te shkolla Pavaresia - 115 m2",Prishtine,4,115m 2,400 €,09/04/2018,Ulpiana 1
28382,"Banese me Qira te Mati 1 , afer Shkolles Pavaresia - 85 m2",Prishtine,3,85m 2,300 €,09/04/2018,Ulpiana 1
28383,"Banese (DUPLEX) me Qira ne Bregun e Diellit, te Univerziteti ILIRIA - 210 Euro",Prishtine,2,60m 2,210 €,09/04/2018,Kodra e Diellit
28384,"Banese me Qira ne Bregun e Diellit , te Univerziteti Ilria - 230 Euro",Prishtine,2,65m 2,230 €,09/04/2018,Kodra e Diellit
28385,Garsonjere me Qira ne Bregun e Diellit - 150 Euro,Prishtine,2,30m 2,150 €,09/04/2018,Kodra e Diellit
28386,Ipet banesa me qira te bregu i diellit banesat e standardit,Prishtine,3,85m 2,280 €,09/04/2018,Kodra e Diellit
28387,Ipet banesa me qira e pamobiluar ne lagjen e spitalit,Prishtine,3,85m 2,250 €,09/04/2018,Lagjen e Spitalit
28388,Banes me qira në Kalabri te Kulla e Arabëve,Prishtine,4,100m 2,300 €,09/04/2018,Kalabria
28389,Banes me qira te Sllovenia Sporti,Prishtine,2,0m 2,300 €,09/04/2018,Sllovenia e Sportit
28390,Banes me qira te Sllovenia Sporti,Prishtine,2,60m 2,240 €,09/04/2018,Sllovenia e Sportit
28391,"Banes me qera ne Lagjen Emshir, Prishtina Stars #789",Prishtine,3,112m 2,300 €,09/04/2018,Kalabria
28392,Ipet banesa e pamobiluar ne lakrisht,Prishtine,3,75m 2,250 €,08/04/2018,Lakrishta
28393,"Banese me Qira ne Qender, te Hotel Siriusi - 300 Euro",Prishtine,2,60m 2,300 €,08/04/2018,Qendra
28394,"Banese me Qira ne Dardani , te Viva Fresh - 250 Euro",Prishtine,2,50m 2,250 €,06/04/2018,Dardania
28395,Banese me Qira ne Dardani te Viva Fresh - 290 Euro,Prishtine,2,65m 2,290 €,06/04/2018,Dardania
28396,"Banese me qira te MATI 1, afer Super Vives - e sapo RENOVUAR - 250 Euro",Prishtine,3,75m 2,250 €,06/04/2018,Ulpiana 1
28397,"Banese me Qira ne Breung e Diellit, te salla 1 Tetori - 300 Euro",Prishtine,3,100m 2,300 €,06/04/2018,Kodra e Diellit
28398,Banese me Qira ne L.Arberia(Dragodan) - te Ambasada e Austrise - 300 euro,Prishtine,3,80m 2,300 €,06/04/2018,Arbëria (Dragodani)
28399,"Banese me Qira ne Qender, te Sami Frasheri - 200 Euro",Prishtine,2,60m 2,200 €,06/04/2018,Qendra
28400,Banese me Qira te Parku i Qytetit - 3+1 ( 4 Dhomshe ),Prishtine,4,100m 2,250 €,06/04/2018,Lagjja e Muhaxherëve
28401,"Banese me Qira ne Dardani, mbi Kurriz - 250 Euro",Prishtine,2,68m 2,250 €,06/04/2018,Dardania
28402,Banese me Qira ne Domi i Pleqve - 200 Euro,Prishtine,2,60m 2,200 €,06/04/2018,Shtepia e Pleqve
28403,Banese me Qira ne Top Hane - 200 euro,Prishtine,2,60m 2,200 €,06/04/2018,
28404,Ipet banesa me qira na mati te rruga c,Prishtine,2,60m 2,180 €,06/04/2018,Ulpiana 1
28405,Ipet gasonjera me qira ne tophane,Prishtine,1,48m 2,200 €,06/04/2018,Tophane
28406,Ipet banesa me qira ne tophane,Prishtine,2,50m 2,220 €,06/04/2018,Tophane
28407,"Banese me qira ne Dardani afer ""Bast Trade""",Prishtine,3,98m 2,300 €,06/04/2018,Dardania
28408,Banese me qira afer Shkolles Teknike,Prishtine,3,85m 2,300 €,06/04/2018,
28409,Ofrohet zyra (bodrumi) 40m2 me qira ne Qender !DELTA,Prishtine,2,40m 2,220 €,06/04/2018,Qendra
28410,"Banes me qera ne Lagjen Ulpiana, tek Fusha e Sportit #822",Prishtine,3,75m 2,300 €,06/04/2018,Ulpiana
28411,Banes me Qira ne Mati 1 afer Super Vives e pamobiluar 200 €,Prishtine,2,0m 2,200 €,06/04/2018,Ulpiana 1
28412,"Banese me Qira ne Dardani , te Santea - 270 Euro",Prishtine,2,0m 2,270 €,05/04/2018,Dardania
28413,Kat Shtepie me qira ne Vranjevc - 200 Euro,Prishtine,2,76m 2,200 €,05/04/2018,
28414,"Banese me qira ne Fushe Kosove , te Stacioni i Trenit - 200 Euro",Prishtine,2,60m 2,200 €,05/04/2018,Fushe Kosove
28415,Banese me Qira ne Emshir - PA MOBILE - 200 Euro,Prishtine,3,85m 2,200 €,05/04/2018,Kalabria
28416,Leshohet banesa 85m2 me qira te Parku i Qytetit,Prishtine,3,85m 2,400 €,05/04/2018,Lagjja e Muhaxherëve
28417,Banes me Qera,Prishtine,2,0m 2,170 €,04/04/2018,
28418,Banes me Qira Mati 1 (Kompleksi Kawa) 300 €,Prishtine,2,0m 2,300 €,04/04/2018,Ulpiana 1
28419,Leshohet banesa me qira ne Pejton,Prishtine,2,70m 2,400 €,04/04/2018,Lakrishta
28420,Banes me qira ne Breg te Diellit te Standardi,Prishtine,2,75m 2,260 €,04/04/2018,Kodra e Diellit
28421,Ofrohet banesa 85m2 me qira te 4 llullat !DELTA,Prishtine,2,85m 2,300 €,04/04/2018,4 Lullat
28422,Ofrohet banesa 98m2 me qira ne Dardani !DELTA,Prishtine,2,98m 2,300 €,04/04/2018,Dardania
28423,Ofrohet banesa 60m2 me qira ne Dardani !DELTA,Prishtine,1,60m 2,300 €,03/04/2018,Dardania
28424,Banese me qira afer ambasades se Zvicrres,Prishtine,2,63m 2,280 €,03/04/2018,
28425,Banes luksoze me Qira te Qafa afer Restaurant De Rada 400 €,Prishtine,3,0m 2,400 €,03/04/2018,Qafa
28426,Banes me Qira ne Velani e mobiluar 200 €,Prishtine,3,0m 2,200 €,03/04/2018,Velania
28427,Ofrohet banesa 57m2 me qira ne Bregun e Diellit !DELTA,Prishtine,1,57m 2,230 €,03/04/2018,Kodra e Diellit
28428,Ofrohet banesa 60m2 me qira ne Dragodan !DELTA,Prishtine,1,60m 2,250 €,03/04/2018,Arbëria (Dragodani)
28429,Ofrohet banesa 80m2 me qira ne Qender !DELTA,Prishtine,2,80m 2,500 €,02/04/2018,Qendra
28430,Ofrohet banesa 70m2 me qira ne Mat 1 !DELTA,Prishtine,2,70m 2,280 €,02/04/2018,Ulpiana 1
28431,"Banese me Qira ne Qender, te Sllovenia e Sportit - 300 Euro",Prishtine,4,100m 2,300 €,02/04/2018,Qendra
28432,"Banese me Qira ne Top Hane , te Bahollt - 200 Euro",Prishtine,2,65m 2,200 €,02/04/2018,
28433,Lëshohet me qera banesa 51 m2 në lagjen Arbëri,Prishtine,2,51m 2,270 €,02/04/2018,Arbëria (Dragodani)
28434,Lëshohet banesa me qera ne Qendër te Lulu's,Prishtine,1,50m 2,400 €,02/04/2018,Qendra
28435,banes me qira ne objektin e semitronix,Prishtine,2,65m 2,225 €,31/03/2018,
28436,Ofrohet me qira banesa 75m2 ne Rrugen B !DELTA,Prishtine,3,75m 2,270 €,31/03/2018,Rruga B
28437,Banes me Qira ne Arberi/ Dragodan (Tregtia) 260€,Prishtine,2,50m 2,260 €,31/03/2018,Arbëria (Dragodani)
28438,Ofrohet banesa 47m2 me qira ne Bregun e Diellit !DELTA,Prishtine,1,47m 2,210 €,30/03/2018,Kodra e Diellit
28439,Ofrohet me qira banesa 36m2 ne Dardani !DELTA,Prishtine,1,36m 2,200 €,30/03/2018,Dardania
28440,Ofrohet per qira banesa 74 m2 ne Arberi !DELTA,Prishtine,3,74m 2,230 €,30/03/2018,Arbëria (Dragodani)
28441,"Banese me qira ne te ""4 Llullat"", ne rrugen ""Bajram Kelmendi""",Prishtine,3,90m 2,500 €,30/03/2018,4 Lullat
28442,Banes me Qira ne Mati 1 (Cima Construction) 250€,Prishtine,3,95m 2,250 €,30/03/2018,Ulpiana 1
28443,Banes me Qira ne Lagjen e Muhaxhereve 300 €,Prishtine,3,0m 2,300 €,30/03/2018,Lagjja e Muhaxherëve
28444,Ofrohet banesa 95m2 me qira ne Dragodan !DELTA,Prishtine,2,95m 2,500 €,29/03/2018,Arbëria (Dragodani)
28445,Banes me Qira ne Ulpiane te Soliterat (1+1),Prishtine,3,0m 2,230 €,29/03/2018,Ulpiana
28446,Super banes me Qira ne Mati 1 e re 250 €,Prishtine,2,0m 2,250 €,29/03/2018,Ulpiana 1
28447,Banes me Qira ne Velani 200 €,Prishtine,2,0m 2,200 €,29/03/2018,Velania
28448,Leshoj banesen me qira te Gjamia e llpit 180€ me te gjitha shpenzimet.,Prishtine,1,40m 2,180 €,29/03/2018,
28449,"Leshohet banesa me qira ne Lagjen Aktash, afer ICK-se",Prishtine,2,70m 2,300 €,28/03/2018,Aktash
28450,"Leshohet banesa 85m2 me qira ne Lagjen Mati 1, e pa banuar me pare",Prishtine,3,85m 2,290 €,28/03/2018,Ulpiana 1
28451,"Leshohet banesa 100m2 me qira ne Lagjen Mati 1, Objekti Chelsea Point",Prishtine,4,100m 2,300 €,28/03/2018,Ulpiana 1
28452,BANESE ME QIRA NE TOP HANE,Prishtine,2,85m 2,300 €,28/03/2018,
28453,"Banes me qera ne Lagjen Emshir, kompoleksi Fitorja #820",Prishtine,2,50m 2,200 €,28/03/2018,Kalabria
28454,Banes (Garsonjere) me Qira ne Mati 1 e mobiluar 150 €,Prishtine,1,35m 2,150 €,28/03/2018,Ulpiana 1
28455,Banese me Qira ne L.Arberia(Dragodan) - 400 Euro,Prishtine,3,80m 2,400 €,27/03/2018,Arbëria (Dragodani)
28456,"Banese me Qira te Mati 1, afer Super Vives - 450 Euro",Prishtine,3,76m 2,450 €,27/03/2018,Ulpiana 1
28457,Kerkojm nje bashk banues?,Prishtine,2,0m 2,50 €,27/03/2018,
28458,Ofrohet banesa 60m2 me qira te Muhaxheret !DELTA,Prishtine,1,60m 2,250 €,27/03/2018,Lagjja e Muhaxherëve
28459,Banes me Qira ne Velani 200 €,Prishtine,2,0m 2,200 €,27/03/2018,Velania
28460,Banesë me qera,Fushe Kosove,2,65m 2,220 €,26/03/2018,
28461,"Banes me qera ne Lagjen Bregu i Diellit, afer Shtepise se Shendetit #818",Prishtine,2,70m 2,250 €,26/03/2018,Kodra e Diellit
28462,"Banes me qera ne Lagjen Emshir, prane UBT-se #819",Prishtine,2,60m 2,250 €,26/03/2018,Kalabria
28463,Ipet banesa me qira extra e rregulluar te rruga b,Prishtine,2,65m 2,300 €,26/03/2018,Rruga B
28464,Ipet banesa me qira ne ulpian te aak-ja,Prishtine,2,40m 2,200 €,26/03/2018,Ulpiana
28465,Ipet banesa me qira ne fushe kosove,Fushe Kosove,4,110m 2,280 €,26/03/2018,Fushe Kosove
28466,Ipet banesa me qira ne lagjen e spitalit perfundi eulex-it,Prishtine,4,110m 2,400 €,26/03/2018,Lagjen e Spitalit
28467,Ipet banesa me qira ne qender te qafa,Prishtine,3,80m 2,300 €,26/03/2018,Qendra
28468,"Banesa me qira afer ""sllovenia sport""",Prishtine,2,74m 2,250 €,26/03/2018,Sllovenia e Sportit
28469,Ofrohet banesa 60m2 me qira ne Dardani !DELTA,Prishtine,1,60m 2,270 €,26/03/2018,Dardania
28470,Ofrohet banesa 60m2 me qira ne Tophane !DELTA,Prishtine,1,60m 2,260 €,26/03/2018,Tophane
28471,Ofrohet banesa 62m2 me qira ne Qender !DELTA,Prishtine,2,62m 2,250 €,25/03/2018,Qendra
28472,Ofrohet me qira banesa 90m2 te L.Spitalit!DELTA,Prishtine,3,90m 2,280 €,25/03/2018,Lagjen e Spitalit
28473,"Leshohet banesa me qira ne Aktash mbrapa ""Extrem Pizza""",Prishtine,3,85m 2,250 €,25/03/2018,Aktash
28474,"Banes me qera ne Lagjen Dardani, prane Shkolles Xhemajl Mustafa #812",Prishtine,2,65m 2,280 €,25/03/2018,Dardania
28475,Leshoje banesen me qira ne breg diell afer banesave te Tregtis 250€,Prishtine,3,70m 2,250 €,25/03/2018,
28476,Ofrohet banesa 60m2 me qira ne Bregun e Diellit !DELTA,Prishtine,1,60m 2,250 €,24/03/2018,Kodra e Diellit
28477,Ipet banesa me qira ne arberi ish-dragodan,Prishtine,2,65m 2,250 €,23/03/2018,Arbëria (Dragodani)
28478,Ofrohet banesa 55m2 me qira te Parku i Qytetit !DELTA,Prishtine,1,55m 2,200 €,23/03/2018,Lagjja e Muhaxherëve
28479,Ofrohet banesa 75m2 ne shitje dhe qira ne Ulpiane !DELTA,Prishtine,2,75m 2,450 €,23/03/2018,Ulpiana
28480,Ofrohet zyrja 65m2 me qira te Kafet e Vogla !DELTA,Prishtine,1,65m 2,500 €,23/03/2018,
28481,Leshohet banesa 120m2 me qira ne Dragodan afer FiveStar-it,Prishtine,4,120m 2,800 €,23/03/2018,Arbëria (Dragodani)
28482,"Banese me Qira ne Lakrishte , ndertimi ri , kati i 1 - re . Pa mobile",Prishtine,3,70m 2,250 €,23/03/2018,Lakrishta
28483,Banese me qira te Parku i Qytetit - te Life Fitnesi - 300 Euro,Prishtine,3,80m 2,300 €,23/03/2018,Lagjja e Muhaxherëve
28484,"Banese me qira te Mati 1, Chelsea Point - 450 Euro",Prishtine,3,102m 2,450 €,23/03/2018,Ulpiana 1
28485,Banese me Qira ne L.Kalabria(Emshir) - te Prishtina STARS,Prishtine,3,85m 2,450 €,23/03/2018,Dardania
28486,Leshohet Banesa me Qira ne Mati 1,Prishtine,3,60m 2,250 €,22/03/2018,Ulpiana 1
28487,Ofrohet banesa 80m2 me qira te 4 llullat !DELTA,Prishtine,2,80m 2,300 €,22/03/2018,4 Lullat
28488,Banese me qira te Parku i Qytetit,Prishtine,3,85m 2,400 €,22/03/2018,Lagjja e Muhaxherëve
28489,Banesa me qera te qendra tregtare me termokos 280 euro,Prishtine,3,0m 2,280 €,22/03/2018,Qendra
28490,"Banes me qera ne Lagjen Dragodan, prapa Stacionit te Trenit #816",Prishtine,2,42m 2,200 €,22/03/2018,Arbëria (Dragodani)
28491,"Banes me qera ne Lagjen Dragodan, tek Meridian Express #817",Prishtine,3,95m 2,400 €,22/03/2018,Arbëria (Dragodani)
28492,Jipet banesa me Qira ne F.Kosové,Fushe Kosove,2,60m 2,180 €,21/03/2018,
28493,Ofrohet banesa 63m2 me qira ne Dragodan !DELTA,Prishtine,1,63m 2,320 €,21/03/2018,Arbëria (Dragodani)
28494,Ofrohet banesa 83m2 me qira te Muhaxheret !DELTA,Prishtine,2,83m 2,350 €,21/03/2018,Lagjja e Muhaxherëve
28495,Ofrohet banesa 60m2 me qira te 4 llullat !DELTA,Prishtine,1,60m 2,260 €,21/03/2018,4 Lullat
28496,"Banes me qera ne Lagjen Dragodan, prane Komunes se Re #815",Prishtine,2,66m 2,350 €,21/03/2018,Arbëria (Dragodani)
28497,Banesa 4 x dhomshe 95m2 Kati 3 – Shkolla Teknike,Prishtine,4,95m 2,300 €,21/03/2018,
28498,Banesa 3 x dhomshe 87m2 Kati 1 - Sllovenia e Sportit.,Prishtine,3,87m 2,350 €,21/03/2018,Sllovenia e Sportit
28499,KERKOJE NJE BANES NJE DHOMSHE-GASONJERE ME QIRA.,Prishtine,1,40m 2,150 €,21/03/2018,
28500,Banesa 3 x dhomshe 75m2 Kati 7 - Monumenti i Rugovës,Prishtine,3,75m 2,350 €,21/03/2018,
28501,Banes 80 m2 me Qira ne Qender per Zyre 700 €,Prishtine,3,80m 2,700 €,21/03/2018,Qendra
28502,Banes luksoze me Qira ne Arberi (Kompleksi Redoni) 450 €,Prishtine,3,90m 2,450 €,21/03/2018,Arbëria (Dragodani)
28503,Leshoj me QIRA banesen 90m2 tek AAB- Interexi rruga Prishtine-Fushekosove,Prishtine,2,90m 2,220 €,20/03/2018,Fushe Kosove
28504,Ofrohet banesa 65m2 me qira ne Dardani !DELTA,Prishtine,2,65m 2,280 €,20/03/2018,Dardania
28505,"Banese me Qira te Rruga B, te dervishollt pa Mobile - 350 euro",Prishtine,3,110m 2,350 €,20/03/2018,Rruga B
28506,"Banese me Qira ne Qender, te Grandi - 300 Euro",Prishtine,2,62m 2,300 €,20/03/2018,Qendra
28507,Banese me Qira ne Bregun e Diellit - te banesat e bardha - 200 Euro,Prishtine,2,70m 2,200 €,20/03/2018,Kodra e Diellit
28508,Banese me Qira te Parku i Qytetit - 270 Euro,Prishtine,3,87m 2,270 €,20/03/2018,Lagjja e Muhaxherëve
28509,"Banese me Qira te RRUGA B, te Maxi 24 H - 210 Euro",Prishtine,2,50m 2,210 €,20/03/2018,Rruga B
28510,"Banese me qira ne Bregun e Diellit, te Enver Maloku - 200 Euro",Prishtine,2,60m 2,200 €,20/03/2018,Kodra e Diellit
28511,"Banese me Qira ne Qender, te 4 LLULLAT mbi Boston - kati i 1 - re.",Prishtine,2,50m 2,220 €,20/03/2018,Qendra
28512,"Banese me Qira ne Qender, te 4 Llullat kati i 2- te. per zyre dhe banim",Prishtine,2,45m 2,200 €,20/03/2018,Qendra
28513,"EXTRA Banese me Qira te Mati 1, 4 Dhomshe - 400 Euro",Prishtine,4,115m 2,400 €,20/03/2018,Ulpiana 1
28514,Kat Shtepie e qira ne L.Arberia(Dragodan) - te Ministria e Shendetesise - 180 Euro,Prishtine,2,45m 2,180 €,20/03/2018,Arbëria (Dragodani)
28515,"Banes Banes me qera ne Lagjen Dragodan, prane Komunes se Re #814me qera ne Lagjen Dragodan, prane Komunes se Re #814",Prishtine,3,86m 2,450 €,20/03/2018,Arbëria (Dragodani)
28516,Ofrohet banesa 98m2 me qira ne Dardani !DELTA,Prishtine,2,98m 2,300 €,20/03/2018,Dardania
28517,Ofrohet banesa 85m2 me qira ne Mat 1 !DELTA,Prishtine,2,85m 2,290 €,20/03/2018,Ulpiana 1
28518,Ipet banesa me qira ne tophane e pamobiluar,Prishtine,3,85m 2,220 €,20/03/2018,Tophane
28519,Banes me Qira afer Qendres te Sami Frasheri 220 €,Prishtine,2,40m 2,220 €,20/03/2018,Sami Frasheri
